title,totalScore,reviewsCount,street,city,website,phone,url,Instagram,Tiktok,Facebook,YouTube,jumlah_sosmed,kategori,has_website,has_phone,cluster,tier
Pure Bali Day Spa & Sanny Day Spa,3.3,71,Jl. Kartika Plaza No.10,Kabupaten Badung,,+62 857-9244-9865,https://www.google.com/maps/search/?api=1&query=Pure%20Bali%20Day%20Spa%20%26%20Sanny%20Day%20Spa&query_place_id=ChIJd6449zZH0i0RWrfDN83uOVY,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,1,2,6
Oasis Bali Spa,4.8,17,Jl. Kartika Plaza Gg. Pudak Sari No.7,Kabupaten Badung,https://oasisbalispa.com/,+62 821-4483-3380,https://www.google.com/maps/search/?api=1&query=Oasis%20Bali%20Spa&query_place_id=ChIJjdTIZyRH0i0RhbDG6kCqfDE,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,0,2
Lemon Tea Spa,4.1,174,Jl. Kartika Plaza No.90X,Kabupaten Badung,,+62 361 7463518,https://www.google.com/maps/search/?api=1&query=Lemon%20Tea%20Spa&query_place_id=ChIJozZcZaBG0i0RF69kZAgYW54,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,3
GLAMOROUS DAY SPA,3,6,Jl. Kartika Plaza No.9,Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=GLAMOROUS%20DAY%20SPA&query_place_id=ChIJS9l8VQBH0i0R5C3ePRI_fKc,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,0,1,7
The Spa at The Vira Bali Boutique Hotel & Suite,4.7,12,Jl. Kartika Plaza No.127,Kabupaten Badung,,+62 877-4404-9166,https://www.google.com/maps/search/?api=1&query=The%20Spa%20at%20The%20Vira%20Bali%20Boutique%20Hotel%20%26%20Suite&query_place_id=ChIJhaS0B_RF0i0R5_SZk20mLSg,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,3
Summer Day Spa Bali,2.7,29,Jl. Kartika Plaza No.77X,Kabupaten Badung,,+62 818-344-271,https://www.google.com/maps/search/?api=1&query=Summer%20Day%20Spa%20Bali&query_place_id=ChIJ_W-LXQBH0i0R2Ot9QiIUdJ4,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,1,2,6
TAK SHING - Electrostatic Therapy Center,5,15,"Jl Sunset Road Boulevard Pertokoan Dewa Ruci, Blok B5",Kabupaten Badung,https://instagram.com/balitakshing?igshid=YmMyMTA2M2Y=,+62 821-4591-6267,https://www.google.com/maps/search/?api=1&query=TAK%20SHING%20-%20Electrostatic%20Therapy%20Center&query_place_id=ChIJR6Zf4bNG0i0RvJt3jDTgTCA,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,4,1
Bu Rizal Pijat,3,2,"75JQ+9FP, Jl. Taman Pancing Gg Lestari indah",Kota Denpasar,,+62 853-3769-8193,https://www.google.com/maps/search/?api=1&query=Bu%20Rizal%20Pijat&query_place_id=ChIJr8r-yO1H0i0RgfJwk9vzPXQ,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,2,6
Spa out call (massage home servis ),0,0,,,,+62 857-3742-7452,https://www.google.com/maps/search/?api=1&query=Spa%20out%20call%20(massage%20home%20servis%20)&query_place_id=ChIJW7hcJ6fyq6QRTPY9x6qvdXk,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,3,6
Butterfly Massage Spa,0,0,,,https://butterflymassagebali.com/,+62 813-3732-7956,https://www.google.com/maps/search/?api=1&query=Butterfly%20Massage%20Spa&query_place_id=ChIJXXezC1yTyQUR9dcqt11Ug0M,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,1,6,4
Fairfield by Marriott Bali Kuta Sunset Road,4.6,2135,Jl. Merdeka Raya No.Vii,Kabupaten Badung,https://www.marriott.com/en-us/hotels/dpsfb-fairfield-bali-kuta-sunset-road/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+62 361 2099100,https://www.google.com/maps/search/?api=1&query=Fairfield%20by%20Marriott%20Bali%20Kuta%20Sunset%20Road&query_place_id=ChIJ7WLIJPyF0S0RkTIAUhMOAus,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,4,1
Tirta Bali Spa,0,0,,,https://api.whatsapp.com/send?phone=628873637366,+62 887-3637-366,https://www.google.com/maps/search/?api=1&query=Tirta%20Bali%20Spa&query_place_id=ChIJtyMam4daeW4RDBYje8CKkl0,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,1,6,4
ARC Anti-Aging Beauty Clinics,4.4,65,Jl. Sunset Road No.819,Kabupaten Badung,http://arcclinics.com/,+62 361 754645,https://www.google.com/maps/search/?api=1&query=ARC%20Anti-Aging%20Beauty%20Clinics&query_place_id=ChIJiwNNDrVG0i0R5TOlP3DlhiE,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,4,1
Milloe Massage,0,0,,,https://wa.me/qr/Z2X5JY4DKWOLM1,+62 881-3376-6196,https://www.google.com/maps/search/?api=1&query=Milloe%20Massage&query_place_id=ChIJGeZzuEU__SkRSvkHUOimgTQ,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,1,6,4
Relax Home Massage Bali,0,0,,,https://www.instagram.com/invites/contact/?i=13go129go4ora&utm_content=r6xefl5,+62 812-3928-5564,https://www.google.com/maps/search/?api=1&query=Relax%20Home%20Massage%20Bali&query_place_id=ChIJ2ajnQlyNbGsR17tS6VvOnWU,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,1,6,4
Hello Blissora,0,0,,,https://www.blissora.com/,+62 858-0870-5038,https://www.google.com/maps/search/?api=1&query=Hello%20Blissora&query_place_id=ChIJia5oVVb7xgIR9IbGvStSj5g,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,6,4
massage home service,0,0,,,,+62 819-9903-3301,https://www.google.com/maps/search/?api=1&query=massage%20home%20service&query_place_id=ChIJd9PNRtMNBSER53GyxrvbpgM,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,3,6
Mobile Massage Therapist Bali-Agung adex,0,0,,,,+62 877-1558-5949,https://www.google.com/maps/search/?api=1&query=Mobile%20Massage%20Therapist%20Bali-Agung%20adex&query_place_id=ChIJC_PU3mbhaIIRDQpavMoWvDs,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,3,6
Kareshi Home Spa & Shop,0,0,,,https://www.linktr.ee/kareshi,+62 899-5326-402,https://www.google.com/maps/search/?api=1&query=Kareshi%20Home%20Spa%20%26%20Shop&query_place_id=ChIJ-w3GLX-reQwR_45CmNAtmuY,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,6,4
Amanda Massage & Spa,4,21,Jl. Kubu Anyar No.115,Kabupaten Badung,,+62 851-0601-3928,https://www.google.com/maps/search/?api=1&query=Amanda%20Massage%20%26%20Spa&query_place_id=ChIJi4oTIx5E0i0Rv6EQyzoRsPA,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,2,6
La Risso Spa & Salon,4.4,89,Jl. Kartika Plaza No.90X,Kabupaten Badung,,+62 361 753822,https://www.google.com/maps/search/?api=1&query=La%20Risso%20Spa%20%26%20Salon&query_place_id=ChIJ2VBLn6FG0i0R-2sc5NJRCH8,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,3
Elysium Spa,4,9,Jl. Kartika Plaza No.42,Kabupaten Badung,https://www.myedenhotels.com/facilities/elysium-spa/,+62 896-7182-9292,https://www.google.com/maps/search/?api=1&query=Elysium%20Spa&query_place_id=ChIJQ0a3YiBH0i0RQKLFkYnbdEs,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,0,2
Arliya Spa,3.9,16,Jl. Kartika Plaza,Kabupaten Badung,https://arliyaspa.com/,+62 882-4524-0232,https://www.google.com/maps/search/?api=1&query=Arliya%20Spa&query_place_id=ChIJ2bkbbMxF0i0RNgPfOAY114o,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,0,4
BALI QUEEN SPA,5,4,Jl. Kartika Plaza No.22,Kabupaten Badung,,+62 859-3152-9568,https://www.google.com/maps/search/?api=1&query=BALI%20QUEEN%20SPA&query_place_id=ChIJFdKFHwBH0i0R0mwkGH3NgNI,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,2,6
Bali Ocean Spa,4.8,35,Jl. Kartika Plaza Jl. Samudra No.16x,Kabupaten Badung,,+62 821-1710-6114,https://www.google.com/maps/search/?api=1&query=Bali%20Ocean%20Spa&query_place_id=ChIJxz4m4x9E0i0R8UQTZ1dN95M,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,2,3
Dayana home spa bali,5,2,,Kabupaten Badung,,+62 895-2877-1625,https://www.google.com/maps/search/?api=1&query=Dayana%20home%20spa%20bali&query_place_id=ChIJkRI5RAA50i0R5F7ihTFRw5k,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,2,6
Carla Spa Kartika Baru,4.9,2036,Jl. Kartika Plaza,Kabupaten Badung,,+62 851-0363-1652,https://www.google.com/maps/search/?api=1&query=Carla%20Spa%20Kartika%20Baru&query_place_id=ChIJX1vchWZH0i0RomSNhyRuOrY,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,0,1,2,3
Lily Spa Kuta,3.7,7,"7599+75J, Jl. Kartika Plaza",Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=Lily%20Spa%20Kuta&query_place_id=ChIJhaILRQBH0i0RTfF-HNS5oEs,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,0,1,7
Rama Beach spa,4.5,6,Jl. Kartika Plaza Jl. Samudra No.101x,Kabupaten Badung,https://www.ramabeachhotel.com/,,https://www.google.com/maps/search/?api=1&query=Rama%20Beach%20spa&query_place_id=ChIJh_DgJo1F0i0RO9AGmjjMaEQ,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,0,4,5
Sun Island Hotel & Spa Kuta,4.3,1470,"Jalan Kartika Plaza No.88, Kuta",Kabupaten Badung,https://www.sunislandbali.com/kuta-hotel/,+62 361 761818,https://www.google.com/maps/search/?api=1&query=Sun%20Island%20Hotel%20%26%20Spa%20Kuta&query_place_id=ChIJn2RHm6FG0i0RZLWDXHqxsBk,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,0,2
Fresh Bali Massage,5,1,"7589+HVG, Jl. Kubu Anyar",Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=Fresh%20Bali%20Massage&query_place_id=ChIJHemnQgBH0i0RtWHpv1KhEZk,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,0,1,7
Rahayu bali spa,0,0,Jl. Kartika Plaza,Kabupaten Badung,,+62 851-3387-8649,https://www.google.com/maps/search/?api=1&query=Rahayu%20bali%20spa&query_place_id=ChIJBVHd8h5H0i0Rr4RJUHtmywo,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,3,6
Kartika Massage Panggilan,5,4,Jl. Kartika Plaza,Bali,https://wa.link/zus12v,,https://www.google.com/maps/search/?api=1&query=Kartika%20Massage%20Panggilan&query_place_id=ChIJeV6DnAhH0i0RuWNFOEo1Me8,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,0,1,5
Ashoka Spa,4.5,22,"7598+Q2M, Bali Dynasty Resort, JL Kartika Plaza, Tuban",Kabupaten Badung,https://bdr.pphotels.com/resort-facilities/ashoka-spa/,+62 361 752403,https://www.google.com/maps/search/?api=1&query=Ashoka%20Spa&query_place_id=ChIJAUYp26FG0i0RSTK26YykUTY,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,4,1
Febri's Hotel & Spa,4.5,1601,"Jalan Kartika Plaza, Kuta",Kabupaten Badung,http://www.febrishotelspabali.com/,+62 361 754575,https://www.google.com/maps/search/?api=1&query=Febri's%20Hotel%20%26%20Spa&query_place_id=ChIJkbg0Sb9G0i0RkTnaA6fR7JE,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,0,2
Rai&Renita Massage,5,1,"7577+R7V, Jl. Wana Segara",Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=Rai%26Renita%20Massage&query_place_id=ChIJUx_LEQBF0i0RFHeviUWJvCI,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,0,1,7
Jess Bali Massage,5,15,"Lippo Mall Kuta.UG -19 jln Kartika plaza, lingkungan jln segara",Bali,,+62 882-0060-09298,https://www.google.com/maps/search/?api=1&query=Jess%20Bali%20Massage&query_place_id=ChIJHbBLAgBF0i0RhW0d3xCxIws,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,3
SWEDISH MASSAGE TRADISIONAL BALI (HOME SERVICE),5,1,7599+HF8,Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=SWEDISH%20MASSAGE%20TRADISIONAL%20BALI%20(HOME%20SERVICE)&query_place_id=ChIJjw31YQBH0i0RAJ-95WvBhPo,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,0,1,7
Zahra Spa Nusa Dua,4.9,35429,Jl. Nusa Dua,Kabupaten Badung,https://www.zahraspa.com/,+62 361 4774954,https://www.google.com/maps/search/?api=1&query=Zahra%20Spa%20Nusa%20Dua&query_place_id=ChIJWyomITtD0i0RvhGZyTEFy8Q,TRUE,FALSE,FALSE,TRUE,2,Tinggi,1,1,4,2
SERENE SPA & WELLNESS,4.9,1587,Jl. Terompong Jl. Raya Nusa Dua Selatan,Kabupaten Badung,https://www.serenebalispa.com/,+62 811-382-231,https://www.google.com/maps/search/?api=1&query=SERENE%20SPA%20%26%20WELLNESS&query_place_id=ChIJrXVv4cdc0i0R9993MppgGWw,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,0,4
Zahra Luxury Spa Nusa Dua,4.9,8728,Jl. Bypass Ngurah Rai Jl. Nusa Dua No. 8x,Kabupaten Badung,https://zahraluxuryspa.com/,+62 859-3484-3289,https://www.google.com/maps/search/?api=1&query=Zahra%20Luxury%20Spa%20Nusa%20Dua&query_place_id=ChIJP_nGbohF0i0R-RxCvScOBRE,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,4,1
Laluna Spa Bali,4.9,449,Jl. Terompong No.177,Kabupaten Badung,,+62 819-9926-4197,https://www.google.com/maps/search/?api=1&query=Laluna%20Spa%20Bali&query_place_id=ChIJxcFqbTJD0i0RBHS6c4wLERw,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,3
ANJA Spa and Reflexology,4.7,219,Jl. Pantai Mengiat No.6,Kabupaten Badung,,+62 813-3795-9700,https://www.google.com/maps/search/?api=1&query=ANJA%20Spa%20and%20Reflexology&query_place_id=ChIJKS5iyllD0i0R1v67egNf8d8,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,1,2,6
AYODYA Spa,4.8,258,"Ayodya Resort Bali, Jl. Pantai Mengiat Jl. Raya Nusa Dua Selatan No.4",Kabupaten Badung,https://ayodyaresortbali.com/facilities/spa-at-the-ayodya/,+62 361 771102,https://www.google.com/maps/search/?api=1&query=AYODYA%20Spa&query_place_id=ChIJN1QReixD0i0RbbXsF5UgkNk,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,4,1
Kristina spa Mengiat,4.8,1845,Jl. Pantai Mengiat No.6,Kabupaten Badung,https://www.facebook.com/Kristina-Mengiat-1774130416219310/,+62 853-3322-9406,https://www.google.com/maps/search/?api=1&query=Kristina%20spa%20Mengiat&query_place_id=ChIJ31Fc4jFD0i0R-MUEFfTrbqo,FALSE,FALSE,TRUE,FALSE,1,Sedang,1,1,0,4
Bali Karma Spa Therapy and Wellness in Nusa Dua. ''The Art of Healing'',4.7,135,"main gate, Jl. Raya Nusa Dua Selatan",Kabupaten Badung,https://karmaspatherapy.com/,+62 819-9941-9179,https://www.google.com/maps/search/?api=1&query=Bali%20Karma%20Spa%20Therapy%20and%20Wellness%20in%20Nusa%20Dua.%20''The%20Art%20of%20Healing''&query_place_id=ChIJwV2dLjtD0i0RyqRh0iEIcY4,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,0,4
La Nusa Bali Spa I Tripadvisor Winning Awards 2025 I Best Couple Spa in Nusa Dua I Hotel Free Transfer,4.9,3597,Jl. Pratama No.35A,Kabupaten Badung,http://www.lanusabalispa.com/,+62 361 773376,https://www.google.com/maps/search/?api=1&query=La%20Nusa%20Bali%20Spa%20I%20Tripadvisor%20Winning%20Awards%202025%20I%20Best%20Couple%20Spa%20in%20Nusa%20Dua%20I%20Hotel%20Free%20Transfer&query_place_id=ChIJaVMLcBpD0i0RREZFO1ULKbk,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,4,1
The Apurva Spa,4.9,747,Jl. Raya Nusa Dua Selatan Jl. Nusa Dua Lot 4,Kabupaten Badung,https://www.kempinski.com/en/the-apurva-kempinski-bali/luxury-spa?utm_medium=organic&utm_source=google&utm_campaign=KIDPS1&utm_content=gmb-Spa&source=S308962248,+62 361 2092288,https://www.google.com/maps/search/?api=1&query=The%20Apurva%20Spa&query_place_id=ChIJGaTM1xxd0i0RJ3-9H5bsqlQ,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,4,1
Nusa Dua Spa by Lily Treatment,4.9,1381,"Jl, Maingate ITDC Jl. Bypass Ngurah Rai",Kabupaten Badung,https://www.nusaduaspa.com/treatments/spa-packages-in-nusa-dua/,+62 878-6427-2239,https://www.google.com/maps/search/?api=1&query=Nusa%20Dua%20Spa%20by%20Lily%20Treatment&query_place_id=ChIJG2tW6XFD0i0RoCJ-QJOmePA,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,0,2
Abby's hair and body treatment,5,1,"39WM+H2C, Jl. Darmawangsa Jl. Raya Kampial",,,+62 813-3721-6352,https://www.google.com/maps/search/?api=1&query=Abby's%20hair%20and%20body%20treatment&query_place_id=ChIJZVGyIN9j0i0RJYpiYDFNY2E,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,2,6
Iridium Spa,4.5,46,"Kawasan Pariwisata Nusa Dua, Lot S6",Kabupaten Badung,https://www.marriott.com/en-us/hotels/dpsxr-the-st-regis-bali-resort/experiences/,+62 361 3006716,https://www.google.com/maps/search/?api=1&query=Iridium%20Spa&query_place_id=ChIJ2S0E59Jc0i0RkPH2CuWzVXo,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,1,0,4
Pranama Spa,4.9,119,Jl. Terompong Jl. Raya Nusa Dua Selatan No.9,Kabupaten Badung,,+62 859-3525-4941,https://www.google.com/maps/search/?api=1&query=Pranama%20Spa&query_place_id=ChIJhdml1ZVD0i0RjLKT-aeIEDg,FALSE,FALSE,TRUE,FALSE,1,Sedang,0,1,2,6
Bali Refresh Spa Nusa Dua,4.3,330,Jl. Pantai Mengiat Street,Kabupaten Badung,https://spabalirefresh.id/,+62 821-4631-9476,https://www.google.com/maps/search/?api=1&query=Bali%20Refresh%20Spa%20Nusa%20Dua&query_place_id=ChIJGy5qAi5D0i0Rxsd5VvMYgqc,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,0,2
Body & Sol SPA Bali,4.9,1693,"Jalan Pratama 54 Z , Tanjung benoa",Kabupaten Badung,https://wa.me/628113898055,+62 811-3898-055,https://www.google.com/maps/search/?api=1&query=Body%20%26%20Sol%20SPA%20Bali&query_place_id=ChIJ-1knYJRD0i0RQyC6047uDXs,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,1,0,4
Emily Spa Nusa Dua,4.9,987,"56RF+RJP, Jl. Nusa Dua",Kabupaten Badung,https://carlaspabali.com/cabang/detail/eHA5WWFYcUJsSmtHOW9YMWxHcFZ3dz09,+62 822-3660-9942,https://www.google.com/maps/search/?api=1&query=Emily%20Spa%20Nusa%20Dua&query_place_id=ChIJ2x3aPABD0i0RWz3d7Bx1q5w,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,0,4
BALI DIVA SPA NUSA DUA,4.8,338,Jl. Terompong No.7,Kabupaten Badung,https://www.balidivaspa.com/,+62 877-8553-7836,https://www.google.com/maps/search/?api=1&query=BALI%20DIVA%20SPA%20NUSA%20DUA&query_place_id=ChIJ7xgyf4tD0i0RlGUcmbESj54,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,1,0,4
eforea spa,4.9,31,Jl. Raya Nusa Dua Selatan,Kabupaten Badung,https://www.hilton.com/en/hotels/dpsbahi-hilton-bali-resort/resort/spa/,+62 361 773377,https://www.google.com/maps/search/?api=1&query=eforea%20spa&query_place_id=ChIJW1-Flqdd0i0RA_horqVDjyk,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,0,2
Bee Spa,4.7,40,Jl. Terompong No.11-10,Kabupaten Badung,,+62 858-5868-3078,https://www.google.com/maps/search/?api=1&query=Bee%20Spa&query_place_id=ChIJaVkMvJRD0i0RR2QzT_jaD8s,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,3
Palm Beach Spa,3,2,"Palm Beach Internation Hotel & Resort, Jl. Pantai Banjar Segara No.1",Kabupaten Badung,http://www.palmbeachhotelbali.com/,+62 361 751661,https://www.google.com/maps/search/?api=1&query=Palm%20Beach%20Spa&query_place_id=ChIJGy5pDyBE0i0Ri9hv4hhuhig,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,0,2
Kedaton Tropical Spa,4.5,26,Jl. Kartika Plaza No.2,Kabupaten Badung,,+62 822-1327-7217,https://www.google.com/maps/search/?api=1&query=Kedaton%20Tropical%20Spa&query_place_id=ChIJpXNB0KNG0i0RQni9vjwn944,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,1,2,6
10 Hand Spa,0,0,"75C9+2JV, Jalan Kartika Plaza, Gg.Puspa Ayu, Kuta",Kabupaten Badung,,+62 819-3600-2190,https://www.google.com/maps/search/?api=1&query=10%20Hand%20Spa&query_place_id=ChIJvwNYeaFG0i0RM_n-rbaZQCA,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,3,6
The Rani Hotel & Spa,4.2,889,Jl. Kartika Plaza,Kabupaten Badung,https://theranihotel.com/,+62 361 752732,https://www.google.com/maps/search/?api=1&query=The%20Rani%20Hotel%20%26%20Spa&query_place_id=ChIJDe4AZqBG0i0RnSLq7uUXTwY,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,4,1
Niki Massage by the beach,0,0,"7587+JG7, Pantai Jl. Segara Mertha",Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=Niki%20Massage%20by%20the%20beach&query_place_id=ChIJW1KPAQBH0i0RS_g-yN4aYJI,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,0,5,7
CACA PIJAT TRADISIONAL BALI(HOME SERVICE),5,5,"gang budak sari blok C kost, Jl. Kartika Plaza No.4",Kabupaten Badung,,+62 831-7024-2227,https://www.google.com/maps/search/?api=1&query=CACA%20PIJAT%20TRADISIONAL%20BALI(HOME%20SERVICE)&query_place_id=ChIJPR-Z9iVH0i0RbVy2H-vxD_Y,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,2,6
Bit Massage by the beach,0,0,"7587+VJ5, Jl. Kartika Plaza",Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=Bit%20Massage%20by%20the%20beach&query_place_id=ChIJGcWMaABH0i0R8bzFzSk5bb4,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,0,5,7
Bali Semerti,0,0,"7597+FR7, Jl. Dewi Sartika",Kabupaten Badung,,+62 812-4616-2199,https://www.google.com/maps/search/?api=1&query=Bali%20Semerti&query_place_id=ChIJ24BhxwRH0i0RpdXPNzm7zjI,FALSE,FALSE,TRUE,FALSE,1,Sedang,0,1,3,6
Eden Hotel Kuta Bali,4.2,3911,Jl. Kartika Plaza No.42,Kabupaten Badung,https://www.myedenhotels.com/,+62 361 4726402,https://www.google.com/maps/search/?api=1&query=Eden%20Hotel%20Kuta%20Bali&query_place_id=ChIJ3TSZXaBG0i0RNckODKX7Z8A,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,4,1
Sari and Jody Spa,5,2,7599+85X,Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=Sari%20and%20Jody%20Spa&query_place_id=ChIJUSQbBwBH0i0RUOhMQxxmmf8,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,0,1,7
OGAWA Sogo Discovery Bali,5,1,Jl. Kartika Plaza No.1 Blk LG,Kabupaten Badung,http://ogawaworld.co.id/,+62 859-4089-7938,https://www.google.com/maps/search/?api=1&query=OGAWA%20Sogo%20Discovery%20Bali&query_place_id=ChIJ3c-UYLRH0i0RNI3TQlNhPgs,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,4,1
Kaya Reflexology & Body Treatments,5,1,Jl. Kartika Plaza,Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=Kaya%20Reflexology%20%26%20Body%20Treatments&query_place_id=ChIJ2VBLn6FG0i0RMyFbetWdKnw,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,0,1,7
SANNY DAY SPA & SALON,1,9,Jl. Kartika Plaza No.2,Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=SANNY%20DAY%20SPA%20%26%20SALON&query_place_id=ChIJ9-V7fqFG0i0R7XvY_ma-meI,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,0,5,7
Waxing Hair Salon & Beauty Spa,0,0,,Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=Waxing%20Hair%20Salon%20%26%20Beauty%20Spa&query_place_id=ChIJv0gDpqFG0i0RRfLOT1K49yM,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,0,5,7
Waxing Salon,4.2,20,Jl. Kartika Plaza Jl. Samudra No.69,Kabupaten Badung,https://waxingbeautysalons.wixsite.com/waxing-beauty-salon,,https://www.google.com/maps/search/?api=1&query=Waxing%20Salon&query_place_id=ChIJNeJZAKBG0i0RRPBaesEx8nM,FALSE,FALSE,TRUE,FALSE,1,Sedang,1,0,1,5
Rosehill Spa (로즈힐 스파 ),4.7,510,Jl. Raya Nusa Dua Selatan Jl. Nusa Dua,Kabupaten Badung,http://www.rosehillspa.com/,+62 822-3744-2111,https://www.google.com/maps/search/?api=1&query=Rosehill%20Spa%20(%EB%A1%9C%EC%A6%88%ED%9E%90%20%EC%8A%A4%ED%8C%8C%20)&query_place_id=ChIJkaoE5cZc0i0R2UqEu7fz9Uo,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,0,4
uluwatu,0,0,"56J9+F6F, Jl. Nusa Dua",Kabupaten Badung,,+62 857-3720-6955,https://www.google.com/maps/search/?api=1&query=uluwatu&query_place_id=ChIJUWsuCQBd0i0REviA0QFS37w,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,3,6
Lotus spa nusa dua out call,0,0,56F7+GR9,Kabupaten Badung,,+62 858-2971-7727,https://www.google.com/maps/search/?api=1&query=Lotus%20spa%20nusa%20dua%20out%20call&query_place_id=ChIJ8x7Lzs9d0i0REwSRIVgCMZY,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,1,3,6
Massage On Call (Ria Spa),4.8,39,,Kabupaten Badung,https://jimbaranspa.com/,+62 819-3605-1894,https://www.google.com/maps/search/?api=1&query=Massage%20On%20Call%20(Ria%20Spa)&query_place_id=ChIJOQ8YyKhF0i0Rn1kQ_vr2NKE,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,0,2
Home massage Moist Spa,5,9,Jl. Raya Nusa Dua Selatan,Denpasar,https://wa.me/6285815264927,,https://www.google.com/maps/search/?api=1&query=Home%20massage%20Moist%20Spa&query_place_id=ChIJUWT4uzhd0i0RpneExnpJv_8,FALSE,FALSE,FALSE,FALSE,0,Rendah,1,0,1,5
