title,totalScore,reviewsCount,street,city,website,phone,url,categoryName,Instagram,Tiktok,Facebook,YT,Jumlah OTA,Status,jumlah_sosmed_ota,kategori,kategori_ota,has_website,has_phone,cluster,tier
Mangrove bali villa,3.6,17,"Sebelah Tempat Parkir Kendaraan, Jl. Hutan Mangrove",denpasar/pamogan,https://instagram.com/mangrovebalivilla?igshid=NTc4MTIwNjQ2YQ==,,https://www.google.com/maps/search/?api=1&query=Mangrove%20bali%20villa&query_place_id=ChIJz_PQcMZB0i0RZkiMYt1qWBo,Villa,True,False,False,False,7,UDA DI CEK,8,Sedang,Sedang,1,0,2,2
Sans Sunset Point Seminyak,3.6,333,Jl. Sunset Road No.88-89,Badung Regency,https://www.sanshotels.com/id-id/hotel/indonesia/bali/kuta-utara/kerobokan-kelod/sans-hotel-sunset-point-seminyak?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,62 813-2227-795,https://www.google.com/maps/search/?api=1&query=Sans%20Sunset%20Point%20Seminyak&query_place_id=ChIJ3ds2QD1H0i0REwV0iZplHXw,Hotel,True,False,False,False,11,UDA DI CEK,12,Sedang,Sedang,1,1,0,1
The Kanjeng Suites Kuta Galeria - Bali,3.6,84,Jl. Griya Anyar No.27,Badung Regency,https://www.thekanjeng.com/,62 851-8333-9287,https://www.google.com/maps/search/?api=1&query=The%20Kanjeng%20Suites%20Kuta%20Galeria%20-%20Bali&query_place_id=ChIJH-i2DlRH0i0RkbJe3vJZkOc,Hotel,True,False,False,False,9,UDA DI CEK,10,Sedang,Sedang,1,1,0,1
The Oasis Kuta Hotel,3.6,474,"75GF+55F, Jl. Bakung Sari",Badung Regency,,62 361 753051,https://www.google.com/maps/search/?api=1&query=The%20Oasis%20Kuta%20Hotel&query_place_id=ChIJwUgGxKRG0i0R-lX_w8Lt4gM,Hotel,True,False,False,False,7,UDA DI CEK,8,Sedang,Sedang,0,1,1,3
Villa Kori Seminyak,3.6,7,Jalan Yudistira Gang Banjar Tatag Wirasanti No. 28 Kunti,Badung Regency,,62 896-9814-8528,https://www.google.com/maps/search/?api=1&query=Villa%20Kori%20Seminyak&query_place_id=ChIJIY9oRiZH0i0RlLHHKL8Xsfo,Hotel,True,False,False,True,5,UDA DI CEK,7,Sedang,Rendah,0,1,1,3
Zuk Hotel,3.6,89,Gg. Cempaka No.3,Badung Regency,,62 361 758418,https://www.google.com/maps/search/?api=1&query=Zuk%20Hotel&query_place_id=ChIJiRGin8dG0i0RHi2-U-k5x-s,Hotel,False,False,False,False,0,UDA DI CEK,0,Rendah,Rendah,0,1,1,3
Bakung sari resort,3.7,1071,Jl. Kubu Anyar,Badung Regency,https://bakungsari.com/booking/,62 361 751868,https://www.google.com/maps/search/?api=1&query=Bakung%20sari%20resort&query_place_id=ChIJ82FKDLtH0i0R_605J-3LepI,Hotel,True,False,True,False,9,UDA DI CEK,11,Sedang,Sedang,1,1,0,1
BaliRa Airport Hotel,3.7,238,Jl. Polonia I No.1,Badung Regency,https://www.indonesiahotels.net/en/hotel/balira-airport-hotel.html,62 361 9350082,https://www.google.com/maps/search/?api=1&query=BaliRa%20Airport%20Hotel&query_place_id=ChIJt95B_BhE0i0RBTlaeD0QsFY,Hotel,False,False,False,False,7,UDA DI CEK,7,Sedang,Sedang,1,1,0,1
Capital O 1666 Grand Pudjawan Hotel Near Kuta Beach,3.7,437,Jl. Bakung Sari No.14,Badung Regency,https://www.oyorooms.com/ID/82261/,62 21 29707601,https://www.google.com/maps/search/?api=1&query=Capital%20O%201666%20Grand%20Pudjawan%20Hotel%20Near%20Kuta%20Beach&query_place_id=ChIJX860pRBH0i0R3GTbNwWQvMs,Hotel,True,False,True,True,8,UDA DI CEK,11,Sedang,Sedang,1,1,0,1
Jesen's Inn 3,3.7,34,Jl. Banjar Anyar No.18,Badung Regency,,62 361 750819,https://www.google.com/maps/search/?api=1&query=Jesen's%20Inn%203&query_place_id=ChIJl9fDdaVG0i0RjgNPLSSICto,Hotel,True,False,True,False,9,UDA DI CEK,11,Sedang,Sedang,0,1,1,3
Kuta Airport Insta Hotel,3.7,468,Jl. Elang No.5,Badung Regency,,62 877-4449-8604,https://www.google.com/maps/search/?api=1&query=Kuta%20Airport%20Insta%20Hotel&query_place_id=ChIJjcX8EhpE0i0RGRuOtQ8bmZQ,Hotel,True,False,False,False,10,UDA DI CEK,11,Sedang,Sedang,0,1,1,3
Samudra Hotel Kuta,3.7,317,Jl. Pararaton Utama No.8,Badung Regency,,62 361 766779,https://www.google.com/maps/search/?api=1&query=Samudra%20Hotel%20Kuta&query_place_id=ChIJz4J1HtBG0i0RB5Xm_n1u3mA,Hotel,True,True,False,False,8,UDA DI CEK,10,Sedang,Sedang,0,1,1,3
Serela Kuta Bali,3.7,953,No Jl. Raya Kuta,Badung Regency,https://serelahotel.com/kuta-bali/,62 895-0843-3540,https://www.google.com/maps/search/?api=1&query=Serela%20Kuta%20Bali&query_place_id=ChIJiflYIMlG0i0RkBPfzPIbEXw,Hotel,True,False,True,False,9,UDA DI CEK,11,Sedang,Sedang,1,1,0,1
"Troppo Zone Puri Rama Resort, Legian",3.7,430,,Badung Regency,https://www.indonesiahotels.net/en/hotel/troppo-zone-puri-rama-resort-kuta.html,62 361 751057,https://www.google.com/maps/search/?api=1&query=Troppo%20Zone%20Puri%20Rama%20Resort%2C%20Legian&query_place_id=ChIJLyph_9pG0i0RAvyL0qYwEdI,Resort hotel,False,False,False,False,7,UDA DI CEK,7,Sedang,Sedang,1,1,0,1
Villa Kupu Kupu Seminyak,3.7,3,Jl. Kayu Aya Gg. Bugis,Badung Regency,http://www.kupukupuvillabali.com/,62 823-3971-2248,https://www.google.com/maps/search/?api=1&query=Villa%20Kupu%20Kupu%20Seminyak&query_place_id=ChIJZ4gPIHFH0i0RaVyI-58NZJA,Resort hotel,False,False,False,False,6,UDA DI CEK,6,Rendah,Rendah,1,1,0,1
ZEN Rooms Legian Dewi Sri,3.7,7,Jl. Dewi Sri No.11,Badung Regency,https://www.zenrooms.com/hotel/9/zen-rooms-legian-dewi-sri-bali-150?utm_source=local&utm_medium=organic&utm_campaign=gmb,62 855-7467-1004,https://www.google.com/maps/search/?api=1&query=ZEN%20Rooms%20Legian%20Dewi%20Sri&query_place_id=ChIJCbDsg89G0i0RO7F-yb2uGX0,Hotel,True,False,True,False,3,UDA DI CEK,5,Rendah,Rendah,1,1,0,1
Airy Legian Patimura 32 Kuta Bali,3.8,4,Jl. Patimura No.32,Badung Regency,,62 804 111 2479,https://www.google.com/maps/search/?api=1&query=Airy%20Legian%20Patimura%2032%20Kuta%20Bali&query_place_id=ChIJkQ1XDMdG0i0RyCmCLmB1Iuc,Hotel,True,False,True,False,3,UDA DI CEK,5,Rendah,Rendah,0,1,1,3
ALA Hostel,3.8,137,Gg. Piter,Badung Regency,,62 819-9743-8275,https://www.google.com/maps/search/?api=1&query=ALA%20Hostel&query_place_id=ChIJa1s9kPhH0i0RgG3KD2eDxak,Hostel,True,False,False,False,6,UDA DI CEK,7,Sedang,Rendah,0,1,1,3
Asher Bali Transit,3.8,67,Jalan Bandara Ngurah Rai Baru Jl. Kemayoran No.1,Badung Regency,,62 361 9364657,https://www.google.com/maps/search/?api=1&query=Asher%20Bali%20Transit&query_place_id=ChIJZZ0jKVZF0i0RHeQN1ghOW88,Hostel,True,False,True,True,7,UDA DI CEK,10,Sedang,Sedang,0,1,1,3
Bakung Beach Resort,3.8,1299,Jl. Kartika Plaza Jl. Samudra,Badung Regency,https://bakungbeachresort.com/booking/,62 361 753941,https://www.google.com/maps/search/?api=1&query=Bakung%20Beach%20Resort&query_place_id=ChIJidYk_R9E0i0Rf6ykxdOBjGA,Resort hotel,True,False,True,False,8,UDA DI CEK,10,Sedang,Sedang,1,1,0,1
Bali Kuta Resort,3.8,2532,Jl. Majapahit No.18,Badung Regency,http://www.swiss-belhotel.com/Indonesia/Bali/balikutaResort#hotel+information,62 361 762818,https://www.google.com/maps/search/?api=1&query=Bali%20Kuta%20Resort&query_place_id=ChIJKYQLGZ1H0i0Rc2RtXODKrYg,Hotel,True,False,False,False,6,UDA DI CEK,7,Sedang,Rendah,1,1,0,1
D'Gaduh Guest House,3.8,111,Gg. Biduri No.6,Badung Regency,,62 361 4753856,https://www.google.com/maps/search/?api=1&query=D'Gaduh%20Guest%20House&query_place_id=ChIJhx2zHKVG0i0ROCWokU0jzO0,Hotel,False,False,True,False,7,UDA DI CEK,8,Sedang,Sedang,0,1,1,3
Dedy Beach Inn,3.8,218,Jl. Samudra No.55,Badung Regency,https://secure.guestpro.net/dedybeach,62 821-4595-4897,https://www.google.com/maps/search/?api=1&query=Dedy%20Beach%20Inn&query_place_id=ChIJO_hO3h9E0i0Ro72U1O10j6g,Hotel,True,True,True,True,9,UDA DI CEK,13,Tinggi,Sedang,1,1,0,1
Griya Mesesari Guest House,3.8,25,Jl. Pelita No.26,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Griya%20Mesesari%20Guest%20House&query_place_id=ChIJr5LAnwVE0i0RC0Up1HN2dxI,Hotel,False,False,False,False,5,UDA DI CEK,5,Rendah,Rendah,0,0,3,4
Hotel ARA Kuta,3.8,110,jalan tropozone No.8,Badung Regency,,62 877-5806-9037,https://www.google.com/maps/search/?api=1&query=Hotel%20ARA%20Kuta&query_place_id=ChIJKerhD6NF0i0RF8HShB17V_I,Hotel,False,False,False,False,8,UDA DI CEK,8,Sedang,Sedang,0,1,1,3
Legian Village Hotel,3.8,705,"75V9+JG5, Jl. Padma",Badung Regency,http://www.legianvillage.com/,62 361 751182,https://www.google.com/maps/search/?api=1&query=Legian%20Village%20Hotel&query_place_id=ChIJo4QiiiZH0i0R7pVUpCjleGw,Hotel,True,False,True,False,14,UDA DI CEK,16,Tinggi,Tinggi,1,1,0,1
Legian Village Unit Joni II,3.8,4,Jl. Sahadewa No.21,Badung Regency,,62 361 461804,https://www.google.com/maps/search/?api=1&query=Legian%20Village%20Unit%20Joni%20II&query_place_id=ChIJr3ZuvMNG0i0Rm6Sc5tEfgEo,Hotel,True,False,True,False,14,UDA DI CEK,16,Tinggi,Tinggi,0,1,1,3
Melasti Kuta Beach Hotel & Spa,3.8,745,Jl. Kartika Plaza No.5,Badung Regency,http://www.melastikuta.com/,62 361 751335,https://www.google.com/maps/search/?api=1&query=Melasti%20Kuta%20Beach%20Hotel%20%26%20Spa&query_place_id=ChIJu8W2dqNG0i0RYBczSvUok7w,Hotel,True,True,True,False,10,UDA DI CEK,13,Tinggi,Sedang,1,1,0,1
Mesari Beach Inn,3.8,71,Jl. Camplung Tanduk No. 888,Bali,,,https://www.google.com/maps/search/?api=1&query=Mesari%20Beach%20Inn&query_place_id=ChIJsQez4RNH0i0Ra0msJQup8As,Hotel,True,False,True,False,5,UDA DI CEK,7,Sedang,Rendah,0,0,3,4
Nasya Residence,3.8,50,Jl. Mataram No.29,Badung Regency,,62 853-3775-9622,https://www.google.com/maps/search/?api=1&query=Nasya%20Residence&query_place_id=ChIJbetkPJ1H0i0RtlNdNrWQEZI,Hotel,True,True,False,False,9,UDA DI CEK,11,Sedang,Sedang,0,1,1,3
OYO 91112 Tara Kost,3.8,72,Jl. Majapahit No.82,Badung Regency,https://www.oyorooms.com/h/176285?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_BLI342&latitude=-8.71153&longitude=115.1774&locale=id,62 813-3726-0884,https://www.google.com/maps/search/?api=1&query=OYO%2091112%20Tara%20Kost&query_place_id=ChIJf4c0d8hG0i0RBTXBKPGeqmc,Hotel,True,True,True,True,8,UDA DI CEK,12,Sedang,Sedang,1,1,0,1
Pondok Dani,3.8,9,Jl. Glogor Carik No.28,Denpasar City,,62 822-5799-2727,https://www.google.com/maps/search/?api=1&query=Pondok%20Dani&query_place_id=ChIJD16pQ7NG0i0RCei7U7HVAJM,Hotel,False,False,False,False,1,UDA DI CEK,1,Rendah,Rendah,0,1,1,3
RedDoorz @ Mahendra Beach Inn Kuta,3.8,154,Bedugul Lane,Badung Regency,https://www.reddoorz.com/id-id/hotel/indonesia/bali/kuta/kuta/reddoorz-mahendra-beach-inn-kuta?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,62 813-2227-795,https://www.google.com/maps/search/?api=1&query=RedDoorz%20%40%20Mahendra%20Beach%20Inn%20Kuta&query_place_id=ChIJNU0p0btG0i0Ra753Lvsyp78,Hotel,True,True,True,True,5,UDA DI CEK,9,Sedang,Rendah,1,1,0,1
Super OYO 2417 Panen House,3.8,104,Jl. Gunung Athena Gg. III No.15,Denpasar City,https://www.oyorooms.com/ID/90613/,62 21 29707601,https://www.google.com/maps/search/?api=1&query=Super%20OYO%202417%20Panen%20House&query_place_id=ChIJZS9w4N9G0i0RAql4FPGwVdg,Hotel,False,False,False,False,9,UDA DI CEK,9,Sedang,Sedang,1,1,0,1
Taxa Raya Guesthouse,3.8,110,Jl. Raya Kuta No.77,Badung Regency,https://taxakuta.wixsite.com/taxa,62 361 751377,https://www.google.com/maps/search/?api=1&query=Taxa%20Raya%20Guesthouse&query_place_id=ChIJY2xee6VG0i0RZouIiPKWwn4,Hotel,False,False,False,False,13,UDA DI CEK,13,Tinggi,Tinggi,1,1,0,1
The Kubu Hotel,3.8,725,Jl. Poppies I Gg. Sorga No.Gg,Badung Regency,http://thekubuhotel.com/,62 812-3139-4366,https://www.google.com/maps/search/?api=1&query=The%20Kubu%20Hotel&query_place_id=ChIJK8DR0LtG0i0Rk5nmVA5QmIA,Hotel,True,False,True,False,10,UDA DI CEK,12,Sedang,Sedang,1,1,0,1
ZEN Rooms Denpasar Gelogor Carik,3.8,8,Jl. Glogor Carik No.20,Denpasar City,,62 855-7467-1004,https://www.google.com/maps/search/?api=1&query=ZEN%20Rooms%20Denpasar%20Gelogor%20Carik&query_place_id=ChIJfZhHJbVG0i0ROgvNMLOO85E,Hotel,True,False,True,False,3,UDA DI CEK,5,Rendah,Rendah,0,1,1,3
A Residence,3.9,310,"7589+MVM, JL. Pudak Sari, Kartika Plaza, Badung",Badung Regency,,62 361 759008,https://www.google.com/maps/search/?api=1&query=A%20Residence&query_place_id=ChIJ5YQ7laBG0i0Ry89o9DDZnio,Hotel,False,False,False,False,3,UDA DI CEK,3,Rendah,Rendah,0,1,1,3
Abian Harmony Hotel Restaurant & Spa,3.9,1270,Jl. Danau Tamblingan No.192,Denpasar City,http://www.abianharmonyhotel.com/,62 361 4721299,https://www.google.com/maps/search/?api=1&query=Abian%20Harmony%20Hotel%20Restaurant%20%26%20Spa&query_place_id=ChIJk3Keu8BB0i0RRVBk6cE1olA,Hotel,True,False,True,False,5,UDA DI CEK,7,Sedang,Rendah,1,1,0,1
Airy Raya Legian 113 Kuta Bali,3.9,7,Jln Legian No.113,Badung Regency,,62 804 111 2479,https://www.google.com/maps/search/?api=1&query=Airy%20Raya%20Legian%20113%20Kuta%20Bali&query_place_id=ChIJpd_AjrhG0i0Ru0UlIs2Egmc,Hotel,True,False,True,False,3,UDA DI CEK,5,Rendah,Rendah,0,1,1,3
Airy Seminyak Sunset Road 89 Bali,3.9,18,Jl. Sunset Road No.88-89,Badung Regency,,62 804 111 2479,https://www.google.com/maps/search/?api=1&query=Airy%20Seminyak%20Sunset%20Road%2089%20Bali&query_place_id=ChIJ25H9KyNH0i0RIkRPX7h1Znc,Hotel,True,False,True,False,3,UDA DI CEK,5,Rendah,Rendah,0,1,1,3
Ananta Legian Hotel,3.9,389,Jl. Werkudara No.539,Badung Regency,https://anantalegianhotel.top/,62 361 738989,https://www.google.com/maps/search/?api=1&query=Ananta%20Legian%20Hotel&query_place_id=ChIJD9f8acNG0i0RR93P1vUlnUI,Hotel,True,False,True,False,7,UDA DI CEK,9,Sedang,Sedang,1,1,0,1
Anucara Hotel,3.9,15,"7579+J76, Jl. Kartika Plaza",Badung Regency,,62 361 764885,https://www.google.com/maps/search/?api=1&query=Anucara%20Hotel&query_place_id=ChIJq5lPsx9E0i0RFammjL9LCkE,Hotel,True,False,True,False,4,UDA DI CEK,6,Rendah,Rendah,0,1,1,3
Bahana Guest House,3.9,278,Jl. Merpati No.12,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Bahana%20Guest%20House&query_place_id=ChIJiVn_quNF0i0Rz1_xeJPfpfY,Hotel,True,True,True,False,7,UDA DI CEK,10,Sedang,Sedang,0,0,3,4
Budha's Guest House,3.9,67,Gg. Pendawa No.4X,Badung Regency,,62 818-0552-1087,https://www.google.com/maps/search/?api=1&query=Budha's%20Guest%20House&query_place_id=ChIJ6bVVyvtH0i0RdziLL-BQePs,Hotel,True,False,True,False,5,UDA DI CEK,7,Sedang,Rendah,0,1,1,3
Dayu Beach Hotel,3.9,97,"7599+RQJ, Jl. Kartika Plaza Gg. Puspa Ayu",Badung Regency,,62 361 752263,https://www.google.com/maps/search/?api=1&query=Dayu%20Beach%20Hotel&query_place_id=ChIJwSY0QaFG0i0R4x8Ur5mx3Hk,Hotel,False,False,False,False,11,UDA DI CEK,11,Sedang,Sedang,0,1,1,3
Denays House Jimbaran,3.9,36,JALAN BANTAS KANGIN No 6 JIMBARAN KUTA SELATAN KABUPATEN BADUNG,BADUNG SELATAN,http://denaysguesthousejimbaran.zoombookdirect.com/,,https://www.google.com/maps/search/?api=1&query=Denays%20House%20Jimbaran&query_place_id=ChIJ22CsGapF0i0Razz6RJ6A3YQ,Guest house,True,False,False,False,10,UDA DI CEK,11,Sedang,Sedang,1,0,2,2
Dewi Sri Corner and Residences,3.9,34,Jl. Praja Natha No.2,Badung Regency,,62 804 111 2479,https://www.google.com/maps/search/?api=1&query=Dewi%20Sri%20Corner%20and%20Residences&query_place_id=ChIJJ6WhkLhH0i0R4nXdQIzm8F4,Hotel,True,False,True,False,0,UDA DI CEK,2,Rendah,Rendah,0,1,1,3
Easy Surf Camp,3.9,228,"Easy Surf Camp, Jl. Pantai Kuta",Badung Regency,https://easysurfbali.com/,62 821-1333-3607,https://www.google.com/maps/search/?api=1&query=Easy%20Surf%20Camp&query_place_id=ChIJ0wAfUcBG0i0RnNvP3pr4WAg,Hotel,True,True,False,False,6,UDA DI CEK,8,Sedang,Rendah,1,1,0,1
"Ganga Hotel & Apartment,Denpasar-Bali",3.9,364,"Jl. Kepuh Segina 8, Jl. Kepuh Segina No.8 A",Denpasar Barat,https://www.gangabalihotel.com/,62 877-6258-5940,https://www.google.com/maps/search/?api=1&query=Ganga%20Hotel%20%26%20Apartment%2CDenpasar-Bali&query_place_id=ChIJM4e8OLNB0i0RQOsM36dm0OY,Hotel,True,False,False,False,11,UDA DI CEK,12,Sedang,Sedang,1,1,0,1
Graha Wedha Suite,3.9,250,"757G+G22, Jl. Bhineka Jati Jaya Jl. Kubu Anyar",Badung Regency,,62 817-2362-100,https://www.google.com/maps/search/?api=1&query=Graha%20Wedha%20Suite&query_place_id=ChIJ8YsAHR1E0i0ROXK3D7lATGA,Lodging,True,False,True,False,10,UDA DI CEK,12,Sedang,Sedang,0,1,1,3
Hotel Arjuna Inn,3.9,11,Jl. Sriwijaya No.20,Badung Regency,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Arjuna%20Inn&query_place_id=ChIJ85F8MsRG0i0R84LwPyCryeo,Hotel,False,False,False,False,7,UDA DI CEK,7,Sedang,Sedang,0,0,3,4
Hotel Prawita,3.9,66,"75JF+7W5, Jln Legian",Badung Regency,,62 361 751838,https://www.google.com/maps/search/?api=1&query=Hotel%20Prawita&query_place_id=ChIJ03sYy7tG0i0R0p2cGfrY0e8,Hotel,True,False,False,False,3,UDA DI CEK,4,Rendah,Rendah,0,1,1,3
Hotel Restu Bali,3.9,598,Jln Legian No.113,Badung Regency,http://www.restubalihotel.com/,62 361 751251,https://www.google.com/maps/search/?api=1&query=Hotel%20Restu%20Bali&query_place_id=ChIJ8ayYn95G0i0ROV-H8K5seM8,Hotel,True,False,True,False,13,UDA DI CEK,15,Tinggi,Tinggi,1,1,0,1
Komala Indah 1 - Accomodation & Bike Rental,3.9,32,"75HF+FMJ, Jl. Poppies I",Badung Regency,,62 813-3724-8303,https://www.google.com/maps/search/?api=1&query=Komala%20Indah%201%20-%20Accomodation%20%26%20Bike%20Rental&query_place_id=ChIJnzfu_7pG0i0Rk_4cUV1IsnA,Hotel,False,False,False,False,9,UDA DI CEK,9,Sedang,Sedang,0,1,1,3
Kuta Sari House,3.9,295,Jl. Bunisari No.14,Badung Regency,,62 361 4726654,https://www.google.com/maps/search/?api=1&query=Kuta%20Sari%20House&query_place_id=ChIJa7qeNKVG0i0RXX5EqTTY1bk,Hotel,False,False,True,False,10,UDA DI CEK,11,Sedang,Sedang,0,1,1,3
Ozz Hotel Kuta Bali manage by Ozz Group,3.9,508,Gg. Biduri Jl. Kubu Anyar,Badung Regency,https://www.reddoorz.com/id-id/hotel/bali/kuta/bakung-sari/ozz-hotel-kuta-bali-manage-by-ozz-group?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,62 813-2227-795,https://www.google.com/maps/search/?api=1&query=Ozz%20Hotel%20Kuta%20Bali%20manage%20by%20Ozz%20Group&query_place_id=ChIJnWtj7qRG0i0RHY_LvIJFJqc,Hotel,True,True,True,True,8,UDA DI CEK,12,Sedang,Sedang,1,1,0,1
Palm Beach Hotel Bali,3.9,1670,Jl. Jenggala Jl. Pantai Banjar Segara No.1,Badung Regency,http://palmbeachbali.com/,62 361 751661,https://www.google.com/maps/search/?api=1&query=Palm%20Beach%20Hotel%20Bali&query_place_id=ChIJ-ZAR4p9G0i0RCG7yvIUvckw,Hotel,True,False,False,False,9,UDA DI CEK,10,Sedang,Sedang,1,1,0,1
Puspa Ayu Villas & Apartments,3.9,80,Jl. Kartika Plaza Gg. Puspa Ayu No.2,Badung Regency,https://www.puspaayuvillas.com/,62 853-3833-8702,https://www.google.com/maps/search/?api=1&query=Puspa%20Ayu%20Villas%20%26%20Apartments&query_place_id=ChIJgQ9gbvFH0i0Ry0i4nEUsvwg,Hotel,True,False,True,False,5,UDA DI CEK,7,Sedang,Rendah,1,1,0,1
Rabasta Enjoy Kuta,3.9,1194,Jl. Kartika Plaza Jl. Pudak Sari No.3,Badung Regency,https://rabastaenjoykuta.com/,62 361 757411,https://www.google.com/maps/search/?api=1&query=Rabasta%20Enjoy%20Kuta&query_place_id=ChIJWQ7l-KBG0i0RcX0DqbvPtKc,Hotel,True,True,True,False,10,UDA DI CEK,13,Tinggi,Sedang,1,1,0,1
Sanur Seaview Hotel,3.9,303,Jl. Pengembak No.44,Denpasar City,http://www.sanurseaviewhotel.com/,62 361 285390,https://www.google.com/maps/search/?api=1&query=Sanur%20Seaview%20Hotel&query_place_id=ChIJ-bMlKZhB0i0RqBgIZm8H7CU,Hotel,False,False,True,False,11,UDA DI CEK,12,Sedang,Sedang,1,1,0,1
Suardana inn's,3.9,253,Jl. Bunisari,Badung Regency,http://suardana-inn.com/,62 818-0585-8058,https://www.google.com/maps/search/?api=1&query=Suardana%20inn's&query_place_id=ChIJW3oGy7pG0i0RIb5Qs8bwsy8,Hotel,True,False,True,False,9,UDA DI CEK,11,Sedang,Sedang,1,1,0,1
Taxa Uma,3.9,154,Jl. Tegal Wangi No.18,Badung Regency,https://taxaumahotel.wixsite.com/taxauma,62 812-3607-7712,https://www.google.com/maps/search/?api=1&query=Taxa%20Uma&query_place_id=ChIJ-Z20raRG0i0R8qHqeF-M3WQ,Hotel,False,False,False,False,11,UDA DI CEK,11,Sedang,Sedang,1,1,0,1
The Kuta Bagus View,3.9,168,Gg. Mawar No.1X,Badung Regency,,62 813-3728-9704,https://www.google.com/maps/search/?api=1&query=The%20Kuta%20Bagus%20View&query_place_id=ChIJXWFCeKhG0i0R-e_th1iPKPo,Hotel,False,False,True,False,10,UDA DI CEK,11,Sedang,Sedang,0,1,1,3
The Legian 777,3.9,133,Jl. Patimura No.49,Badung Regency,https://thelegian777.com/,62 812-3670-7575,https://www.google.com/maps/search/?api=1&query=The%20Legian%20777&query_place_id=ChIJZwMlu8dG0i0RYlqUBkBT3Ds,Hotel,True,True,True,False,7,UDA DI CEK,10,Sedang,Sedang,1,1,0,1
Villa Puri Royan,3.9,235,Jl. Pantai Sari No.25,Badung Regency,https://villapuriroyan.zoombookdirect.com/,62 21 29706666,https://www.google.com/maps/search/?api=1&query=Villa%20Puri%20Royan&query_place_id=ChIJm9yuBGRE0i0RmyGhXddOFng,Hotel,False,False,False,False,6,UDA DI CEK,6,Rendah,Rendah,1,1,0,1
Villa Sari Temuku,3.9,14,Jl. Sari Temuku No.8,Badung Regency,,62 818-0558-4978,https://www.google.com/maps/search/?api=1&query=Villa%20Sari%20Temuku&query_place_id=ChIJYxGNLhpH0i0RQ8ZgslKWjW0,Villa,False,False,True,False,4,UDA DI CEK,5,Rendah,Rendah,0,1,1,3
Waringin Homestay,3.9,261,Gg. Sorga No.9,Badung Regency,,62 361 759692,https://www.google.com/maps/search/?api=1&query=Waringin%20Homestay&query_place_id=ChIJi32J27tG0i0RqZCBpDJNWGY,Hotel,False,False,False,False,9,UDA DI CEK,9,Sedang,Sedang,0,1,1,3
Airy Kuta Majapahit 18 Bali,4.1,19,Jl. Majapahit No.18,Badung Regency,,62 804 111 2479,https://www.google.com/maps/search/?api=1&query=Airy%20Kuta%20Majapahit%2018%20Bali&query_place_id=ChIJz8EZk7BG0i0RFRKcycfCJb4,Hotel,True,False,True,False,3,UDA DI CEK,5,Rendah,Rendah,0,1,1,3
Airy Raya Kuta Gang Sehati 2 Bali,4.1,95,Gg. Mawar No.2,Badung Regency,,62 804 111 2479,https://www.google.com/maps/search/?api=1&query=Airy%20Raya%20Kuta%20Gang%20Sehati%202%20Bali&query_place_id=ChIJqzQmBbZG0i0RLzEDBucQfaM,Hotel,True,False,True,False,3,UDA DI CEK,5,Rendah,Rendah,0,1,1,3
Ananda Resort Seminyak,4.1,439,"Oberoi, Kuta, Jl. Kayu Aya No.1001 x",Badung Regency,https://anandaresort-seminyak.com/,62 361 730526,https://www.google.com/maps/search/?api=1&query=Ananda%20Resort%20Seminyak&query_place_id=ChIJjaU7WBdH0i0R24fsRfahyKw,Resort hotel,True,False,False,False,4,UDA DI CEK,5,Rendah,Rendah,1,1,0,1
Andari Legian Guest House,4.1,142,Jl. Jatayu II,Badung Regency,https://www.andarilegianbali.com/,62 812-2869-6568,https://www.google.com/maps/search/?api=1&query=Andari%20Legian%20Guest%20House&query_place_id=ChIJ57AkH9FG0i0R-bttYbKhujQ,Guest house,True,False,True,True,2,UDA DI CEK,5,Rendah,Rendah,1,1,0,1
Angkul Angkul Beach Inn Kuta,4.1,436,Jl. Tegal Wangi No.21,Badung Regency,http://www.angkulangkulkuta.com/,62 361 763597,https://www.google.com/maps/search/?api=1&query=Angkul%20Angkul%20Beach%20Inn%20Kuta&query_place_id=ChIJa0jLtKRG0i0REKT9VYVKjbQ,Hotel,True,True,False,False,7,UDA DI CEK,9,Sedang,Sedang,1,1,0,1
Anshel Hotel,4.1,107,Jl. Sari Dewi No.25,Badung Regency,http://www.anshelhotel.com/,62 361 4471383,https://www.google.com/maps/search/?api=1&query=Anshel%20Hotel&query_place_id=ChIJG_N0BxxH0i0RjYEyHrsLaqE,Hotel,True,False,True,False,9,UDA DI CEK,11,Sedang,Sedang,1,1,0,1
Aquarius Star Hotel,4.1,289,Jln Legian No.116,Badung Regency,http://www.aquariusstarhotelkuta.com/,62 361 756573,https://www.google.com/maps/search/?api=1&query=Aquarius%20Star%20Hotel&query_place_id=ChIJR-kEwsZG0i0RaDZ_ORuEbRE,Hotel,True,False,True,False,6,UDA DI CEK,8,Sedang,Rendah,1,1,0,1
