title,totalScore,reviewsCount,street,city,website,phone,url,categoryName,Instagram,Tiktok,Facebook,YT,ShopeeFood,GrabFood,GoFood,jumlah_sosmed_ODD,kategori,has_website,has_phone,cluster,tier
KREMESAN & BAKARAN CIKLIK,3.6,8,Jl. Mawar No.28,Tabanan Regency,,+62 896-8296-9486,https://www.google.com/maps/search/?api1&queryKREMESAN%20%26%20BAKARAN%20CIKLIK&query_place_idChIJ2aHaCIk70i0RdkWeypRnsJ8,Chicken restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
GOGO FRIED CHICKEN,3.6,31,V3XX+MJC,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryGOGO%20FRIED%20CHICKEN&query_place_idChIJ9SLMB_eR0S0RVTRvU9GZ3xo,Fast food restaurant,True,False,False,False,False,True,True,3,Sedang,0,0,1,3
JFC Jaya Fried Chicken Penarukan,3.6,55,W447+7QM,Buleleng Regency,,+62 878-6235-7495,https://www.google.com/maps/search/?api1&queryJFC%20Jaya%20Fried%20Chicken%20Penarukan&query_place_idChIJ2-V_5LSQ0S0Rxi2j0HT8dm4,Fast food restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
BaliMoon Resto & Family Karaoke,3.6,13,Jl. Pulau Batam No.32,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryBaliMoon%20Resto%20%26%20Family%20Karaoke&query_place_idChIJ21EVId870i0RVuAEPNaOfLE,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Fast Food Restaurant,2.6,5,"V3GP+G99, Jl. Sudirman",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryFast%20Food%20Restaurant&query_place_idChIJ4VfAkXCa0S0RfLeZpilPbX8,Fast food restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
GOGO Fried chicken,2.6,35,"W448+F49, Jl. WR Supratman",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryGOGO%20Fried%20chicken&query_place_idChIJNcAbqUyR0S0RKGWV6AOq9mc,Fast food restaurant,False,False,False,False,False,True,True,2,Sedang,0,0,1,3
Bakso Keinzo,2.6,5,Jl. Dr. Ir. Soekarno No.88A,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryBakso%20Keinzo&query_place_idChIJmWE7NAA70i0RsThutgS1yjg,Indonesian restaurant,True,False,False,False,False,False,True,2,Sedang,0,0,1,3
BAKSO & MIE AYAM super PANDOWO SOLO,4.5,35,"V34M+49P, Jl. Ki Barak Panji",Buleleng Regency,,+62 813-9911-2293,https://www.google.com/maps/search/?api1&queryBAKSO%20%26%20MIE%20AYAM%20super%20PANDOWO%20SOLO&query_place_idChIJm2iG8Teb0S0RpfuNnTbQkv4,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Bakso buk desi,4.5,10,,Tabanan Regency,,+62 877-7113-3287,https://www.google.com/maps/search/?api1&queryBakso%20buk%20desi&query_place_idChIJFfQiPOc70i0RVM-x8nO7jcU,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
BAKSO DIANA,4.5,2,"V33F+FGH, Jl. Panji Anom",Buleleng Regency,,+62 877-6261-5044,https://www.google.com/maps/search/?api1&queryBAKSO%20DIANA&query_place_idChIJ9R-aYrKb0S0RdBa0MIn98ow,Bakso restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Bakso mas antok,4.5,2,V3MJ+6WM,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryBakso%20mas%20antok&query_place_idChIJOyOLSEOb0S0RYAgY1_iEp88,Bakso restaurant,False,False,False,False,False,False,True,1,Rendah,0,0,1,3
Mie Ayam Bakso Pak Angga,4.5,238,"W436+P98, Jl. WR Supratman",Singaraja,,+62 852-3790-6779,https://www.google.com/maps/search/?api1&queryMie%20Ayam%20Bakso%20Pak%20Angga&query_place_idChIJK-UbNOeR0S0Ru-rirBAPxZE,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
MIE AYAM- BAKSO PAK ANGGA,4.5,87,Jl. Setia Budi No.88,Buleleng Regency,,+62 853-3338-5859,https://www.google.com/maps/search/?api1&queryMIE%20AYAM-%20BAKSO%20PAK%20ANGGA&query_place_idChIJNd__0A6R0S0RTkYmyhguius,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Pondok 354 Benglap,4.5,13,"V3JJ+VP7, Jl. Sudirman",Buleleng Regency,,+62 822-4746-9119,https://www.google.com/maps/search/?api1&queryPondok%20354%20Benglap&query_place_idChIJ28Rehm2a0S0ReVreisjFLBA,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Babi guling Kartika,4.5,19,"V3FH+4J7, Jl. Laksamana",Buleleng Regency,,+62 823-5934-0088,https://www.google.com/maps/search/?api1&queryBabi%20guling%20Kartika&query_place_idChIJU_5jEfKb0S0R34GIkZaO73Y,Balinese restaurant,False,True,False,False,False,False,False,1,Rendah,0,1,0,2
Warung Makan Siobak Bu Gusti,4.5,503,Jl. Laksamana,Buleleng Regency,,+62 877-6276-7111,https://www.google.com/maps/search/?api1&queryWarung%20Makan%20Siobak%20Bu%20Gusti&query_place_idChIJQWTpCGWa0S0RqNFQ9O1fkM0,Balinese restaurant,True,False,False,True,False,False,True,3,Sedang,0,1,0,2
Warung Nasi Babi Guling Buk Ketut,4.5,50,"F429+XFF, Jalan By Pass Pesiapan",Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Nasi%20Babi%20Guling%20Buk%20Ketut&query_place_idChIJc5RMjkI60i0RtT64Azqe0Ro,Balinese restaurant,False,False,False,False,False,False,True,1,Rendah,0,0,1,3
Warung Nasi Bali Ibu Sayu,4.5,230,Jl. Nuri No.15,Tabanan Regency,,+62 813-3868-6829,https://www.google.com/maps/search/?api1&queryWarung%20Nasi%20Bali%20Ibu%20Sayu&query_place_idChIJHZQObl860i0RZL8FVTAIEVE,Balinese restaurant,True,False,True,False,False,False,False,2,Sedang,0,1,0,2
Dapur ALION,4.5,4,"V, Perumahan Taman Wira Sambangan Blok Dahlia",Buleleng Regency,,+62 812-3694-6226,https://www.google.com/maps/search/?api1&queryDapur%20ALION&query_place_idChIJMc7ZndGb0S0Rp_EVgXc_fvU,Brunch restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung braye,4.5,6,"V34M+H3W, Jl. Ki Barak Panji",Buleleng Regency,,+62 878-5632-3147,https://www.google.com/maps/search/?api1&queryWarung%20braye&query_place_idChIJqxQY9cmb0S0RdKzwx8jci1o,Brunch restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Wr. INI DIA,4.5,2,"V3G7+WJM, Jl. Pantai Penimbangan",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWr.%20INI%20DIA&query_place_idChIJk4w3LACb0S0RGA5Sf2BIMBE,Brunch restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Ayam Bakar Sambal Nyetan Jakarta,4.5,29,Jl. Kaswari No.14,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryAyam%20Bakar%20Sambal%20Nyetan%20Jakarta%2C%20Cabang%20Tabanan&query_place_idChIJDdtEADU70i0RMGUxWjxwZWY,Chicken restaurant,True,False,False,False,False,False,True,2,Sedang,0,0,1,3
Ayam Kosek Singaraja,4.5,86,Jl. Gajah Mada No.111,Buleleng Regency,,+62 817-5451-565,https://www.google.com/maps/search/?api1&queryAyam%20Kosek%20Singaraja&query_place_idChIJMaX7OXOa0S0RsBUpZ0f5nu8,Chicken restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Warung Bunda,4.5,2,Jl. Bedugul Sel. Asri No.2,Tabanan Regency,,+62 813-3844-8322,https://www.google.com/maps/search/?api1&queryWarung%20Bunda&query_place_idChIJi56A3UI60i0RtWZtqA_vHng,Diner,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Desak,4.5,4,"W447+4CP, Jl. WR Supratman",Buleleng Regency,,+62 878-6307-9778,https://www.google.com/maps/search/?api1&queryWarung%20Desak&query_place_idChIJZWoPq3OR0S0RlvlvkHiovc0,Diner,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Rasta,4.5,4,"V4QG+8G3, Lebak Anturan, Singaraja",Buleleng Regency,,+62 362 41275,https://www.google.com/maps/search/?api1&queryWarung%20Rasta&query_place_idChIJv6kvf8KQ0S0RxPUwHJZWsf8,Family restaurant,False,False,True,False,False,False,True,2,Sedang,0,1,0,2
Eat Toast Tabanan,4.5,13,Jl. Dr. Ir. Soekarno No.88x,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryEat%20Toast%20Tabanan&query_place_idChIJDawXqQk70i0RkVa96YR1hwo,Fast food restaurant,True,False,False,False,False,False,False,1,Rendah,0,0,1,3
JFC SURAPATI,4.5,66,Jl. Surapati,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryJFC%20SURAPATI&query_place_idChIJqb9qgPqR0S0R3_JohK-zZq8,Fast food restaurant,True,False,False,False,False,False,True,2,Sedang,0,0,1,3
Lesehan Ikan Bakar Angin Semilir,4.5,42,"V396+QX5, Jl. Pahlawan",Buleleng Regency,,+62 819-1571-1211,https://www.google.com/maps/search/?api1&queryLesehan%20Ikan%20Bakar%20Angin%20Semilir&query_place_idChIJUfyANFub0S0RFVy6Ek-1gzw,Ikan bakar restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Sidomulyo,4.5,192,"F439+82V, Jl. Dr. Ir. Soekarno",Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Sidomulyo&query_place_idChIJ52fEDWg60i0RRelDNrN0C9w,Ikan bakar restaurant,False,False,False,False,False,False,True,1,Rendah,0,0,1,3
Depot Sabrina,4.5,22,Jl. Patimura No.7,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryDepot%20Sabrina&query_place_idChIJcfiqoJyb0S0RyFmn8x5P-7E,Indonesian restaurant,False,False,False,True,False,False,False,1,Rendah,0,0,1,3
Stand Madura 2 Sate Gule Kambing & Ayam,4.5,6,Jl. Surapati No.103,Buleleng Regency,,+62 878-5620-0040,https://www.google.com/maps/search/?api1&queryStand%20Madura%202%20Sate%20Gule%20Kambing%20%26%20Ayam&query_place_idChIJw18DV0SR0S0R7KadoZ9Jakg,Indonesian restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
TINK GENZ BAR & ANGKRINGAN,4.5,22,"V38Q+HJR, Jl. Srikandi",Buleleng Regency,https://www.instagram.com/tinkgenz_family_resto?igshemZwbGFnaTFqdnU4,,https://www.google.com/maps/search/?api1&queryTINK%20GENZ%20BAR%20%26%20ANGKRINGAN&query_place_idChIJPw6QYuub0S0Rs5ukq2HhnYY,Indonesian restaurant,True,False,False,False,False,False,False,1,Rendah,1,0,2,1
Warung Lalapan Mas Satria,4.5,33,,Buleleng Regency,,+62 852-5726-0808,https://www.google.com/maps/search/?api1&queryWarung%20Lalapan%20Mas%20Satria&query_place_idChIJ0Y6vJ2Sa0S0REn5LIyPvMy0,Indonesian restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Nasi Pecel & Bebek Pengkolan,4.5,108,Jl. Hasanudin No.06,Buleleng Regency,,+62 821-3125-2220,https://www.google.com/maps/search/?api1&queryNasi%20Pecel%20%26%20Bebek%20Pengkolan&query_place_idChIJ7R9WA6eb0S0R8Lt09-LMrUM,Javanese restaurant,False,False,False,False,False,True,True,2,Sedang,0,1,0,2
Warung Banyuwangi Utama,4.5,1142,"F429+XP8, Jl. Dr. Ir. Soekarno",Tabanan Regency,,+62 361 7447016,https://www.google.com/maps/search/?api1&queryWarung%20Banyuwangi%20Utama&query_place_idChIJsx5R80I60i0RMBE5qKQuXJQ,Javanese restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung Bik Juk,4.5,784,,Buleleng Regency,,+62 819-1566-2913,https://www.google.com/maps/search/?api1&queryWarung%20Bik%20Juk&query_place_idChIJZbWX6Aia0S0R0tM3h1RZ1h8,Javanese restaurant,False,False,True,False,False,False,False,1,Rendah,0,1,0,2
WARUNG CINTA,4.5,15,"V3G7+677, Jl. Segara penimbangan",Buleleng Regency,,+62 853-3353-3100,https://www.google.com/maps/search/?api1&queryWARUNG%20CINTA&query_place_idChIJ10s74uKb0S0R72HGHa3kq-A,Javanese restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Warung Makan Bu Nyoman,4.5,4,"F458+9W5, Jl. Teratai",Tabanan Regency,,+62 812-3768-3680,https://www.google.com/maps/search/?api1&queryWarung%20Makan%20Bu%20Nyoman&query_place_idChIJX8EjXGc60i0RJVzpdSv0KHg,Javanese restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung Muslim Banyuwangi,4.5,6,"F457+J27, Jl. Dr. Ir. Soekarno",Tabanan Regency,,+62 823-4282-9961,https://www.google.com/maps/search/?api1&queryWarung%20Muslim%20Banyuwangi&query_place_idChIJNSGsUmE60i0RNqR87LRJ6_U,Javanese restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung Batagor Bandung,4.5,61,Jl. Patimura No.108,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Batagor%20Bandung&query_place_idChIJkQjMIw-a0S0RY9Y8amYvS8E,Nasi goreng restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Bumang's Kitchen,4.5,2,Jl. Pulau Nias No.25,Tabanan Regency,,+62 811-3852-882,https://www.google.com/maps/search/?api1&queryBumang's%20Kitchen&query_place_idChIJ48EYHI070i0R2I7JRNNlWhk,Nasi restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Warung nasi angin (ang’in be manis),4.5,12,F469+QR2,Tabanan Regency,,+62 812-3668-6806,https://www.google.com/maps/search/?api1&queryWarung%20nasi%20angin%20(ang%E2%80%99in%20be%20manis)&query_place_idChIJYbMZohk70i0RYjaC2o5O4ZA,Nasi restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Warung Nasi Pak Kareb,4.5,251,"F44C+FGH, Gg. V",Tabanan Regency,,+62 361 8941505,https://www.google.com/maps/search/?api1&queryWarung%20Nasi%20Pak%20Kareb&query_place_idChIJeyUp5Fw60i0R_-ShH8_jXsk,Nasi restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Warung Nasi Saniyah,4.5,4,Jl. Hasanudin No.44-46,Buleleng Regency,,+62 812-3910-060,https://www.google.com/maps/search/?api1&queryWarung%20Nasi%20Saniyah&query_place_idChIJowFZR9-b0S0R7KUHOR6Rm0U,Nasi restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Rumah Makan Cempaka,4.5,13,"V396+HWX, Jl. Seririt- Singaraja, Dusun Daun Margi, Pemaron",Buleleng Regency,,+62 819-0708-8102,https://www.google.com/maps/search/?api1&queryRumah%20Makan%20Cempaka&query_place_idChIJEUMT2Vua0S0ROuydteYI2c8,Padang restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Rumah Makan Padang Denai,4.5,48,Jl. Imam Bonjol No.84,Buleleng Regency,,+62 853-3826-5417,https://www.google.com/maps/search/?api1&queryRumah%20Makan%20Padang%20Denai&query_place_idChIJAccJXDOb0S0RqblkstDeVMM,Padang restaurant,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Rumah Makan Padang Minang Saiyo,4.5,508,Jl. A. Yani No.201,Buleleng Regency,,+62 853-3782-8866,https://www.google.com/maps/search/?api1&queryRumah%20Makan%20Padang%20Minang%20Saiyo&query_place_idChIJny0JbQ2a0S0RInO-Q8vLfdc,Padang restaurant,False,False,True,False,False,False,True,2,Sedang,0,1,0,2
Warung Tomat Pizza and Pasta,4.5,252,"Depan GOR Bhuana Patra, Jl. Udayana No.8",Buleleng Regency,,+62 362 3301455,https://www.google.com/maps/search/?api1&queryWarung%20Tomat%20Pizza%20and%20Pasta&query_place_idChIJ6zYjlnSa0S0RSvi9MnueFts,Pasta shop,True,False,True,False,False,False,False,2,Sedang,0,1,0,2
Pecel Lele Mas Fiq,4.5,2,"V3FQ+XGX, Jl. Pahlawan",Buleleng Regency,,+62 856-4850-7288,https://www.google.com/maps/search/?api1&queryPecel%20Lele%20Mas%20Fiq&query_place_idChIJQZkB8Hma0S0RkfQfld8VfzY,Pecel lele restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Bubur Ayam Bang Djago,4.5,4,"JL. Sudirman no 80 , Singaraja, Buleleng, Banjar Tegal",Buleleng Regency,,+62 881-0372-72306,https://www.google.com/maps/search/?api1&queryBubur%20Ayam%20Bang%20Djago&query_place_idChIJRVPc_qOb0S0R9mq2AUSTVbM,Porridge restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Bubur Ayam Kampung Tinggi,4.5,4,V3WV+J35,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryBubur%20Ayam%20Kampung%20Tinggi&query_place_idChIJ0QoLQeOb0S0RfbUrpk4PHBI,Porridge restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
COUPLE COFFEE,4.5,59,Jl. Pulau Obi,Buleleng Regency,,+62 821-4501-0279,https://www.google.com/maps/search/?api1&queryCOUPLE%20COFFEE&query_place_idChIJ_eIv_xGR0S0Rex4p3ZJhUj8,Restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
dagang bakso pak sidik,4.5,2,,Buleleng Regency,,,https://www.google.com/maps/search/?api1&querydagang%20bakso%20pak%20sidik&query_place_idChIJvf-0dWqb0S0RhUNtH7gJ-SM,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Dapurnona Tabanan,4.5,93,Jl. P. Seribu No.8,Tabanan Regency,https://dapurnonatbn.carrd.co/,+62 831-1939-3363,https://www.google.com/maps/search/?api1&queryDapurnona%20Tabanan&query_place_idChIJl39V7I470i0RdbyCu9Zci3M,Restaurant,False,False,False,False,False,False,True,1,Rendah,1,1,2,1
Mentari Lovina Bar & Kitchen,4.5,498,Jl. Pura Subak Banyualit,Buleleng Regency,,+62 811-3948-869,https://www.google.com/maps/search/?api1&queryMentari%20Lovina%20Bar%20%26%20Kitchen&query_place_idChIJ-5CqO-Gb0S0RtCHTwb4afN8,Restaurant,False,False,False,True,False,False,False,1,Rendah,0,1,0,2
Puri Bagus Lovina Beach & Yoga Retreat Resort,4.5,658,Jl. Seririt- Singaraja No.Desa,Buleleng Regency,http://www.puribaguslovina.com/,+62 362 21430,https://www.google.com/maps/search/?api1&queryPuri%20Bagus%20Lovina%20Beach%20%26%20Yoga%20Retreat%20Resort&query_place_idChIJ33HpuhCb0S0RLjDZD9aHIz8,Restaurant,True,True,True,True,False,False,False,4,Tinggi,1,1,2,1
Run & Run Dauh Pala,4.5,2,F466+RGP Alfamart sat,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryRun%20%26%20Run%20Dauh%20Pala&query_place_idChIJGVJIUAY70i0Rqw78fVA83So,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Siobak Khelok Aye Singaraja,4.5,42,Jl. Surapati No.31,Buleleng Regency,,+62 877-6287-7735,https://www.google.com/maps/search/?api1&querySiobak%20Khelok%20Aye%20Singaraja&query_place_idChIJxcAffUSb0S0Rb5WKALIjrRg,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Stand richsolo,4.5,11,Jalan tanjung,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryStand%20richsolo&query_place_idChIJVdbziBWb0S0RoBxmw3s2BqY,Restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
The Grand Villandra Resort Lovina,4.5,338,"Lovina, Jl. Seririt- Singaraja",Buleleng Regency,http://www.villandra.com/,+62 857-3833-6129,https://www.google.com/maps/search/?api1&queryThe%20Grand%20Villandra%20Resort%20Lovina&query_place_idChIJMTuFiOmb0S0Rkhfcjr1I7sg,Restaurant,True,False,True,False,False,False,False,2,Sedang,1,1,2,1
umah.dijé,4.5,93,Jl. Seririt- Singaraja,Buleleng Regency,,+62 877-6284-0472,https://www.google.com/maps/search/?api1&queryumah.dij%C3%A9&query_place_idChIJ1VX-VrCb0S0RqqClVy6ENkY,Restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Warung MK,4.5,10,Jl. Kamboja No.8,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20MK&query_place_idChIJJUOT_Fs60i0RTlAYwuzCMOY,Restaurant,True,False,True,False,False,False,False,2,Sedang,0,0,1,3
Warung Pak Ceker,4.5,36,"V39P+6XQ, Jl. Srikandi",Buleleng Regency,,+62 819-1379-8620,https://www.google.com/maps/search/?api1&queryWarung%20Pak%20Ceker&query_place_idChIJO6VnLXya0S0RweIFfZ2dwXE,Restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Warung Sa'ang,4.5,150,"V3F7+J2M, Jl. Pantai Penimbangan",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Sa'ang&query_place_idChIJCWcoFZqb0S0RWi57-Sqr1fo,Restaurant,True,False,True,False,False,False,False,2,Sedang,0,0,1,3
Sate Plecing,4.5,118,Jl. Imam Bonjol Gang Mimbar No.1,Buleleng Regency,,+62 362 21309,https://www.google.com/maps/search/?api1&querySate%20Plecing&query_place_idChIJA7v-3Qia0S0RdP8U7AQZBHE,Satay restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Warung Sate dan Gulai Muslim 2 Cabang Terminal Kediri,4.5,82,Jl. Dr. Ir. Soekarno No.1935,Tabanan Regency,https://gofood.link/u/7LzkW,+62 857-3912-0002,https://www.google.com/maps/search/?api1&queryWarung%20Sate%20dan%20Gulai%20Muslim%202%20Cabang%20Terminal%20Kediri&query_place_idChIJZbdbYWE60i0RHrHKtaf8zQM,Satay restaurant,False,False,False,False,False,False,True,1,Rendah,1,1,2,1
DEPOTku,3.5,72,Jl. Mawar No.49,Tabanan Regency,,+62 851-0176-8354,https://www.google.com/maps/search/?api1&queryDEPOTku&query_place_idChIJC3w1C0Q60i0RUZNI3wgZeMU,Chinese restaurant,True,False,False,False,False,True,False,2,Sedang,0,1,0,2
Bakso Solo Mas Hanung,3.5,2,Jl. Ngurah Rai No.mor 59,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryBakso%20Solo%20Mas%20Hanung&query_place_idChIJ0XS59oeb0S0RZqh2PN14gGk,Indonesian restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Warung Bu Ketut,3.5,4,"W449+HJ8, Jl. Terminal",Buleleng Regency,,+62 819-3640-3111,https://www.google.com/maps/search/?api1&queryWarung%20Bu%20Ketut&query_place_idChIJObsoV92R0S0Rq7ZCfyLZfjU,Javanese restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Warung Nasi Bu Ketut Baktiseraga,3.5,2,V3FM+X3J,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Nasi%20Bu%20Ketut%20Baktiseraga&query_place_idChIJm3A4qXqa0S0RKyQG_SiuEwo,Javanese restaurant,False,False,False,False,False,False,False,0,Rendah,0,0,1,3
Rm bungo palo masakan padang,3.5,2,Jl. Jepun No.10,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryRm%20bungo%20palo%20masakan%20padang&query_place_idChIJ6TOzwps70i0RIdBk1iSGyy8,Padang restaurant,True,False,False,False,False,False,True,2,Sedang,0,0,1,3
Bakso Panji 2,4.4,29,"R3WR+6FR, Jl. Ki Barak Panji",Buleleng Regency,,+62 877-6276-3004,https://www.google.com/maps/search/?api1&queryBakso%20Panji%202&query_place_idChIJCT0ENzib0S0RpKMU38oaKL8,Bakso restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Babi Guling Cokot,4.4,172,V3XW+6QJ,Buleleng Regency,,+62 813-3705-6761,https://www.google.com/maps/search/?api1&queryBabi%20Guling%20Cokot&query_place_idChIJQ49axX2R0S0RyTpvwQFL36c,Balinese restaurant,True,False,False,False,False,False,False,1,Rendah,0,1,0,2
Warung Babi Guling Sukadana,4.4,197,"No, Jl. Surapati No.86",Buleleng Regency,,+62 813-3833-2390,https://www.google.com/maps/search/?api1&queryWarung%20Babi%20Guling%20Sukadana&query_place_idChIJXwdUQaiQ0S0Rnf-HPFBfSk4,Balinese restaurant,True,False,False,True,False,False,True,3,Sedang,0,1,0,2
Warung Pojok Ayu,4.4,39,Jl. A. Yani No.65,Buleleng Regency,,+62 813-5336-949,https://www.google.com/maps/search/?api1&queryWarung%20Pojok%20Ayu&query_place_idChIJc-j0UAya0S0RiXRY4kOkdP0,Balinese restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Warung Siobak Bu Gusti 2,4.4,47,Depan Kantor Samsat,Buleleng Regency,,+62 877-6276-7111,https://www.google.com/maps/search/?api1&queryWarung%20Siobak%20Bu%20Gusti%202&query_place_idChIJcYkIkWCa0S0Rl9ITB2CYmIg,Balinese restaurant,True,False,False,False,False,False,True,2,Sedang,0,1,0,2
Ayam Bakar Cokelat,4.4,95,Jl. WR Supratman No.81,Buleleng Regency,https://www.instagram.com/ayambakarcokelat_/,+62 362 32416,https://www.google.com/maps/search/?api1&queryAyam%20Bakar%20Cokelat&query_place_idChIJVWY5SQSR0S0RPlG360rB8Yg,Chicken restaurant,False,False,False,False,False,False,False,0,Rendah,1,1,2,1
Gandi Restaurant,4.4,473,Jl. A. Yani No.25H,Buleleng Regency,,+62 362 21163,https://www.google.com/maps/search/?api1&queryGandi%20Restaurant&query_place_idChIJAeaA7gua0S0RzmKxwL9zvaA,Chinese restaurant,False,False,False,False,False,True,False,1,Rendah,0,1,0,2
Babi Guling Bu Ketut,4.4,136,"F457+77Q, Jl. Dr. Ir. Soekarno",Tabanan Regency,,+62 857-3847-5660,https://www.google.com/maps/search/?api1&queryBabi%20Guling%20Bu%20Ketut&query_place_idChIJoWYwv2Y60i0RIqwlvW69rs4,Diner,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung Ikan Laut Gusti Aji,4.4,15,Jl. Surapati No.41-43,Buleleng Regency,,+62 877-6234-5133,https://www.google.com/maps/search/?api1&queryWarung%20Ikan%20Laut%20Gusti%20Aji&query_place_idChIJ2YLa5wea0S0RPEVDY97g1wc,Diner,False,False,False,False,False,False,True,1,Rendah,0,1,0,2
Warung Makan Mekele,4.4,79,"V354+MM8, Jl. Satria Darma",Buleleng Regency,,+62 818-0568-6232,https://www.google.com/maps/search/?api1&queryWarung%20Makan%20Mekele&query_place_idChIJ8X7glvma0S0RjtaXy_YcYfg,Diner,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
Warung Nasi NAZAR,4.4,143,Jl. Hasanudin No.52,Buleleng Regency,https://www.instagram.com/warung.nazar/?hlid,+62 823-4038-4338,https://www.google.com/maps/search/?api1&queryWarung%20Nasi%20NAZAR&query_place_idChIJnSg1VAia0S0R3r6ej3XRQ50,Family restaurant,True,False,False,False,False,False,True,2,Sedang,1,1,2,1
CAKNO FRIED CHICKEN TABANAN,4.4,65,Jl. Pulau Menjangan No.8,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryCAKNO%20FRIED%20CHICKEN%20TABANAN&query_place_idChIJiWxzmv870i0R1C0i6H7ITYI,Fast food restaurant,False,False,False,False,False,True,True,2,Sedang,0,0,1,3
Depot cepat saji,4.4,7,Jl. Mawar No.97X,Tabanan Regency,,+62 877-5442-64151,https://www.google.com/maps/search/?api1&queryDepot%20cepat%20saji&query_place_idChIJWScCbL470i0RyXLkYJEUMmw,Fast food restaurant,False,False,False,False,False,False,False,0,Rendah,0,1,0,2
