title,totalScore,reviewsCount,street,city,website,phone,url,Instagram,Tiktok,Facebook,YT,jumlah_sosmed,kategori,has_website,has_phone,cluster,tier
Club Tersayang,5.0,1.0,964R+J9W,Denpasar City,,,https://www.google.com/maps/search/?api1&queryClub%20Tersayang&query_place_idChIJK5r1XoE_0i0RbbM9kwhF1VY,False,False,False,False,0,Rendah,0,0,1,7
Club Yuga Dwika,5.0,1.0,,Gianyar Regency,,,https://www.google.com/maps/search/?api1&queryClub%20Yuga%20Dwika&query_place_idChIJNVFWUCQ90i0ReMVw3Ir05fY,True,False,False,False,1,Sedang,0,0,6,6
Damar Bali Wineindo,5.0,1.0,"JL. Bisma Utara, No.75x, Br Tegal, Buleleng",Badung Regency,,+62 813-5351-6157,https://www.google.com/maps/search/?api1&queryDamar%20Bali%20Wineindo&query_place_idChIJMc4GEtxG0i0Ru7LiXDIjvpU,False,False,False,False,0,Rendah,0,1,2,5
Dania Garden Villa,5.0,1.0,GHQJ+5J2,Karangasem Regency,,,https://www.google.com/maps/search/?api1&queryDania%20Garden%20Villa&query_place_idChIJyeGQaR0G0i0RwO5jCxn6LRs,False,False,False,False,0,Rendah,0,0,1,7
Debudi house,5.0,1.0,JHVG+9PJ,Karangasem Regency,,,https://www.google.com/maps/search/?api1&queryDebudi%20house&query_place_idChIJEbCWYwAB0i0Rsn9OQbDor_c,False,False,False,False,0,Rendah,0,0,1,7
DEWASURGA,5.0,4.0,Jln Legian No.74,bali,https://rebrand.ly/dewa-surga,+62 822-1096-4164,https://www.google.com/maps/search/?api1&queryDEWASURGA&query_place_idChIJa7w2M09H0i0RqGSXKTV3qG0,False,False,False,False,0,Rendah,1,1,4,3
DOUBLE K,5.0,2.0,Jalan baypass Jl. Prof. Dr. Ida Bagus Mantra,Gianyar Regency,,+62 838-4012-7880,https://www.google.com/maps/search/?api1&queryDOUBLE%20K&query_place_idChIJ124gu8AV0i0RnHiQTKxT0Es,False,False,False,False,0,Rendah,0,1,2,5
"Double Seven Bar, Musik & Karaoke",5.0,2.0,"Jalan Baypass, Jl. Prof. Dr. Ida Bagus Mantra",Gianyar Regency,,+62 831-1937-6787,https://www.google.com/maps/search/?api1&queryDouble%20Seven%20Bar%2C%20Musik%20%26%20Karaoke&query_place_idChIJceqI5vIV0i0RJfWA4mvGY18,False,False,False,False,0,Rendah,0,1,2,5
Fery s home,5.0,1.0,GHCH+F8,Karangasem Regency,,,https://www.google.com/maps/search/?api1&queryFery%20s%20home&query_place_idChIJZ4HfQgAJ0i0RsN9S9DW7Ot4,False,False,False,False,0,Rendah,0,0,1,7
FREMEND ANTAP,5.0,1.0,"JMP9+2CJ, Jl. Gn. Sekar",Jembrana Regency,,,https://www.google.com/maps/search/?api1&queryFREMEND%20ANTAP&query_place_idChIJZeb1M6jZ0y0R19m1zP9i3HE,True,False,False,False,1,Sedang,0,0,6,6
Goa Nightclub,5.0,15.0,Jl. Padang Lingjong,Badung Regency,http://www.boyanagroup.com/goa,+62 853-3761-1722,https://www.google.com/maps/search/?api1&queryGoa%20Nightclub&query_place_idChIJByMR3SA50i0Rc9UaETAzmRg,True,False,False,False,1,Sedang,1,1,4,3
Gumbleng water green,5.0,2.0,7G39+9C9 Nusa penida,Klungkung Regency,,,https://www.google.com/maps/search/?api1&queryGumbleng%20water%20green&query_place_idChIJh3rn5QFx0i0RCG0weA0DzeE,False,False,False,False,0,Rendah,0,0,1,7
GustuPranatta,5.0,3.0,MMJ8+96J,Jembrana Regency,,+62 831-1610-1888,https://www.google.com/maps/search/?api1&queryGustuPranatta&query_place_idChIJxfRoF6pj0S0RCUoeolnCcQ4,False,False,False,False,0,Rendah,0,1,2,5
Happy Rose,5.0,2.0,7HJ3+V7,Klungkung Regency,,,https://www.google.com/maps/search/?api1&queryHappy%20Rose&query_place_idChIJvRmhIQBx0i0R9Qz_XNjWJ6I,False,False,False,False,0,Rendah,0,0,1,7
JRT,5.0,2.0,Jl. Pelita No.12,Badung Regency,,,https://www.google.com/maps/search/?api1&queryJRT&query_place_idChIJgR5zwJ5F0i0RtDTfRO0mVmc,False,False,False,False,0,Rendah,0,0,1,7
KAWASAN UNDIZ,5.0,3.0,Jl. Karang Tenget No.1 B,Badung Regency,,,https://www.google.com/maps/search/?api1&queryKAWASAN%20UNDIZ&query_place_idChIJPyYNSwBF0i0Rf7UY_dY2Kfg,False,False,False,False,0,Rendah,0,0,1,7
Kedai madu,5.0,1.0,"JJM7+88M, Jl. Danau Tamblingan",Jembrana Regency,,+62 819-5317-3627,https://www.google.com/maps/search/?api1&queryKedai%20madu&query_place_idChIJ9Wt5NABh0S0RssYmliv8xIw,False,False,False,False,0,Rendah,0,1,2,5
KING POSEIDON,5.0,2.0,"94RV+4CM, Jl. Taman Sri Wedari",Tabanan Regency,,+62 815-4732-9369,https://www.google.com/maps/search/?api1&queryKING%20POSEIDON&query_place_idChIJW9D8esA50i0RI-bqGa3-29o,False,False,False,False,0,Rendah,0,1,2,5
KOPDAR HMPC (HONDA MEGAPRO CLUB) BALI,5.0,2.0,Jl. Teuku Umar No.88L,Denpasar City,,+62 853-3347-5656,https://www.google.com/maps/search/?api1&queryKOPDAR%20HMPC%20(HONDA%20MEGAPRO%20CLUB)%20BALI&query_place_idChIJ05BLyTxB0i0RyffkDbI_8TY,True,True,False,False,2,Tinggi,0,1,5,2
Lapangan Bola Volly Putra Pasekan,5.0,3.0,C5R3+X2M,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryLapangan%20Bola%20Volly%20Putra%20Pasekan&query_place_idChIJ1YQvu8g70i0RFekVY8xp0vc,False,False,False,False,0,Rendah,0,0,1,7
lele pak bayu,5.0,4.0,G24G+P67,Tabanan Regency,,,https://www.google.com/maps/search/?api1&querylele%20pak%20bayu&query_place_idChIJ57fIoogv0i0RKM5Dw1kO_vM,False,False,False,False,0,Rendah,0,0,1,7
Lesehan Fantasi,5.0,1.0,Blk. N-O Jl. Raya Uluwatu No.33,Badung Regency,,+62 811-385-545,https://www.google.com/maps/search/?api1&queryLesehan%20Fantasi&query_place_idChIJNbcuFGJE0i0RhSi4SjkIPwY,False,False,False,False,0,Rendah,0,1,2,5
Maklor masndut,5.0,2.0,Jl. Gunung Batukaru No.10,Kabupaten Klungkung,,,https://www.google.com/maps/search/?api1&queryMaklor%20masndut&query_place_idChIJ01l6w69B0i0R-6RE1KkPFTg,False,False,False,False,0,Rendah,0,0,1,7
Mang reta house,5.0,1.0,PH83+4Q,Karangasem Regency,,,https://www.google.com/maps/search/?api1&queryMang%20reta%20house&query_place_idChIJvdq9ewD50S0RlOey2PC3iro,False,False,False,False,0,Rendah,0,0,1,7
Mario hatta,5.0,3.0,MFX5+HJ,Karangasem Regency,,+62 857-9239-7037,https://www.google.com/maps/search/?api1&queryMario%20hatta&query_place_idChIJY1eXKyX30S0RID12VwyZhsw,False,False,False,False,0,Rendah,0,1,2,5
markas BJS,5.0,9.0,"8FFV+HGC, Jl. Pendidikan",Klungkung Regency,,,https://www.google.com/maps/search/?api1&querymarkas%20BJS&query_place_idChIJVWAiaB9z0i0R3dG--38JAwM,False,False,False,False,0,Rendah,0,0,1,7
Markas keluarga Ik Bali,5.0,7.0,"Banjar, Kenderan",Gianyar Regency,,+62 819-4785-6767,https://www.google.com/maps/search/?api1&queryMarkas%20keluarga%20Ik%20Bali&query_place_idChIJYxaNOZwZ0i0R7PNxfNC_Gfg,False,False,False,False,0,Rendah,0,1,2,5
Model HQ,5.0,3.0,P349+VHW,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryModel%20HQ&query_place_idChIJVXusnqaH0S0RDXB2_jg8XbY,False,False,False,False,0,Rendah,0,0,1,7
Munduk kuale dauh pangkung Taman -tanda,5.0,1.0,"P53C+75R, Unnamed Road",Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryMunduk%20kuale%20dauh%20pangkung%20Taman%20-tanda&query_place_idChIJi848AVOJ0S0RjkmVz4dcphg,False,False,False,False,0,Rendah,0,0,1,7
N8ght club,5.0,1.0,"F7P6+95X, Jl. Monkey Forest",Gianyar Regency,,,https://www.google.com/maps/search/?api1&queryN8ght%20club&query_place_idChIJX4PAUgA90i0RrOV0TtwikA4,False,False,False,False,0,Rendah,0,0,1,7
Northcastle Families Hood,5.0,2.0,H8Q7+9HH,Gianyar Regency,,,https://www.google.com/maps/search/?api1&queryNorthcastle%20Families%20Hood&query_place_idChIJAc0M1m8Z0i0RTwOKHYqicFQ,False,False,False,False,0,Rendah,0,0,1,7
Nyawa Sibetan,5.0,1.0,HG3J+8CP,Karangasem Regency,,,https://www.google.com/maps/search/?api1&queryNyawa%20Sibetan&query_place_idChIJe0_KdJgF0i0R9vvxpJHsyRQ,False,False,False,False,0,Rendah,0,0,1,7
Nyong house,5.0,5.0,QCJW+22,Karangasem Regency,,,https://www.google.com/maps/search/?api1&queryNyong%20house&query_place_idChIJr_v39r7x0S0Rqv2i4Sq-Ms0,False,False,False,False,0,Rendah,0,0,1,7
Otel palguna,5.0,3.0,Jl. Drupadi No.90,Gianyar Regency,,,https://www.google.com/maps/search/?api1&queryOtel%20palguna&query_place_idChIJF5XuLGUX0i0RQuaKFqO2d0M,False,False,False,False,0,Rendah,0,0,1,7
Partai Keadilan Sejahtera,5.0,2.0,Jl. Tukad Pakerisan No.72D,Denpasar City,http://pks.id/,+62 361 256930,https://www.google.com/maps/search/?api1&queryPartai%20Keadilan%20Sejahtera&query_place_idChIJhVftcf1A0i0RmdvnUk5g5Lw,True,False,False,False,1,Sedang,1,1,4,3
PDS & kolam pancing,5.0,1.0,H48V+7W2,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryPDS%20%26%20kolam%20pancing&query_place_idChIJlYHNZQAl0i0RDZuBSn2gRGM,False,False,False,False,0,Rendah,0,0,1,7
Pk men,5.0,2.0,Jl. Subur Gg. Mirah Hati No.1,Denpasar City,,,https://www.google.com/maps/search/?api1&queryPk%20men&query_place_idChIJCYAjszJB0i0R2mQXJX0Pd0s,False,False,False,False,0,Rendah,0,0,1,7
Pondok adanda,5.0,15.0,"P879+QW4, Jl. Raya Kintamani",Bangli Regency,,,https://www.google.com/maps/search/?api1&queryPondok%20adanda&query_place_idChIJyc9iTjj10S0RyDmIh8u3yHI,False,False,False,False,0,Rendah,0,0,1,7
PONDOK JAKADANIL,5.0,1.0,Jl. Jepun No.25,Badung Regency,,+62 815-4728-6132,https://www.google.com/maps/search/?api1&queryPONDOK%20JAKADANIL&query_place_idChIJO4FGV0oj0i0RiuZYUYYzUgM,False,False,False,False,0,Rendah,0,1,2,5
Pondok Jepun Wangi,5.0,1.0,"MGPX+F9W, Unnamed Road",Jembrana Regency,,,https://www.google.com/maps/search/?api1&queryPondok%20Jepun%20Wangi&query_place_idChIJs9VBqVNh0S0R_kGavQICQuo,False,False,False,False,0,Rendah,0,0,1,7
Pondokan Belalu,5.0,2.0,"P75W+CX6, Jl. Pondokan Belalu",Bangli Regency,,+62 857-3991-7545,https://www.google.com/maps/search/?api1&queryPondokan%20Belalu&query_place_idChIJNaZIyzr10S0R_RSE1MLvNlo,False,False,False,False,0,Rendah,0,1,2,5
POSKO AREK AREK MACRE,5.0,2.0,"JPGV+H54, Jl. Nakula",Jembrana Regency,,,https://www.google.com/maps/search/?api1&queryPOSKO%20AREK%20AREK%20MACRE&query_place_idChIJtSpd4sPX0y0RTDSRHRtajNc,False,False,False,False,0,Rendah,0,0,1,7
Posko pandawa,5.0,2.0,QWMM+44Q,Buleleng Regency,,+62 813-2697-9042,https://www.google.com/maps/search/?api1&queryPosko%20pandawa&query_place_idChIJLXBJWcCD0S0RQdGsfoXhDWA,False,False,False,False,0,Rendah,0,1,2,5
puri cokorde teguhfajar,5.0,1.0,"HG2J+9V3, Baledan St",Karangasem Regency,,+62 812-3835-2183,https://www.google.com/maps/search/?api1&querypuri%20cokorde%20teguhfajar&query_place_idChIJO9H1gpQF0i0R8PzHzy1d0hs,False,False,False,False,0,Rendah,0,1,2,5
Puri Delod Dalem,5.0,1.0,Jl. Yudistira No.63,Jembrana Regency,,,https://www.google.com/maps/search/?api1&queryPuri%20Delod%20Dalem&query_place_idChIJMxHfpHxh0S0RBWxSKYrtaXQ,False,False,False,False,0,Rendah,0,0,1,7
RANGDU ROCK CITY,5.0,1.0,JMPH+4CV,Jembrana Regency,,,https://www.google.com/maps/search/?api1&queryRANGDU%20ROCK%20CITY&query_place_idChIJgbOQ6HLZ0y0RlR72DjiMfoM,False,False,False,False,0,Rendah,0,0,1,7
Rumah mang ata,5.0,1.0,PXFW+642,Buleleng Regency,,+62 838-4515-5152,https://www.google.com/maps/search/?api1&queryRumah%20mang%20ata&query_place_idChIJm4e_oJ-B0S0RMjs6efz6T0k,False,False,False,False,0,Rendah,0,1,2,5
Sanda,5.0,1.0,M2CH+QV3,Tabanan Regency,,,https://www.google.com/maps/search/?api1&querySanda&query_place_idChIJA3by0VCH0S0RZST4gVSdZhM,False,False,False,False,0,Rendah,0,0,1,7
Sari Mai Karaoke,5.0,5.0,JM3H+456,Jembrana Regency,,,https://www.google.com/maps/search/?api1&querySari%20Mai%20Karaoke&query_place_idChIJdRm2XADZ0y0RWpvLNPskHsc,False,False,False,False,0,Rendah,0,0,1,7
Sekretariat YNCI Buleleng Bali Chapter,5.0,2.0,"V3MJ+MW3, Jl. Cempaka",Buleleng Regency,,,https://www.google.com/maps/search/?api1&querySekretariat%20YNCI%20Buleleng%20Bali%20Chapter&query_place_idChIJR8ldoHKa0S0R-DAhtiEP0lU,True,False,False,False,1,Sedang,0,0,6,6
Sidearta club,5.0,2.0,J9QP+W29,Bangli Regency,,,https://www.google.com/maps/search/?api1&querySidearta%20club&query_place_idChIJJamJgfUd0i0Rr2lil3V9R90,False,False,False,False,0,Rendah,0,0,1,7
Studio Krisna,5.0,3.0,HRHF+G4C,Jembrana Regency,,,https://www.google.com/maps/search/?api1&queryStudio%20Krisna&query_place_idChIJhacE8xDU0y0RiWkKWpjcno0,False,False,False,False,0,Rendah,0,0,1,7
Sukayadnya property,5.0,1.0,R2JP+MR2,Buleleng Regency,,+62 812-3825-864,https://www.google.com/maps/search/?api1&querySukayadnya%20property&query_place_idChIJkdkwL6Ob0S0RtOSJtMsXtbQ,False,False,False,False,0,Rendah,0,1,2,5
Tegal Gerudan Farm,5.0,1.0,Jl. Tampaksiring No.16,Gianyar Regency,,+62 813-3956-4503,https://www.google.com/maps/search/?api1&queryTegal%20Gerudan%20Farm&query_place_idChIJf9OqLSQZ0i0RhTZrT26h1es,False,False,False,False,0,Rendah,0,1,2,5
The seven star,5.0,1.0,Jl. Abimanyu No.3,Gianyar Regency,,,https://www.google.com/maps/search/?api1&queryThe%20seven%20star&query_place_idChIJz-SN4nYX0i0RbySJ6NG_9w8,False,False,False,False,0,Rendah,0,0,1,7
TIRAI Lounge,5.0,1.0,Jl. Prof. Moh. Yamin No.99x,Denpasar City,,,https://www.google.com/maps/search/?api1&queryTIRAI%20Lounge&query_place_idChIJC7p56_NB0i0RMadG5PBA6LI,False,False,False,False,0,Rendah,0,0,1,7
TOKO BILLIARD,5.0,3.0,Jl. Gelagah,Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryTOKO%20BILLIARD&query_place_idChIJLxEobOgl0i0RqjBRqmSamJw,False,False,False,False,0,Rendah,0,0,1,7
Vault Nightclub Bali,5.0,1.0,HHWW+6QF,Karangasem Regency,,,https://www.google.com/maps/search/?api1&queryNOP'Y%20GARAGE&query_place_idChIJNZMxXU0H0i0RnAYng3euHGQ,True,False,False,True,2,Tinggi,0,0,6,6
Villa Emre,5.0,1.0,Jl. Dahlia,Badung Regency,,+62 821-4722-8723,https://www.google.com/maps/search/?api1&queryVilla%20Emre&query_place_idChIJ_cCsYW050i0RJ1MeILfOtUA,True,False,False,False,1,Sedang,0,1,2,5
Villa Kumala,5.0,2.0,Jl. Gita Kencana No.11,Badung Regency,,,https://www.google.com/maps/search/?api1&queryVilla%20Kumala&query_place_idChIJs5dCTDlF0i0RE193gK4Mq6k,False,False,False,False,0,Rendah,0,0,1,7
Villa Marmut,5.0,1.0,HRM4+FJP,Jembrana Regency,,,https://www.google.com/maps/search/?api1&queryVilla%20Marmut&query_place_idChIJJVru_qLX0y0Rxn3cBAeLgt0,False,False,False,False,0,Rendah,0,0,1,7
Waroeng T-BAH,5.0,1.0,Jl. Wisnu Marga No.11,Tabanan Regency,,+62 853-3873-7684,https://www.google.com/maps/search/?api1&queryWaroeng%20T-BAH&query_place_idChIJ16l4gZUk0i0R4UCTu5UVsdg,False,False,False,False,0,Rendah,0,1,2,5
Warung babe besang,5.0,1.0,"HHQH+4PX, Unnamed Road",Karangasem Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20babe%20besang&query_place_idChIJjabl0xIH0i0R7MiyKY5LLa4,False,False,False,False,0,Rendah,0,0,1,7
Warung d'jabrix,5.0,2.0,PXJC+FWJ,Buleleng Regency,,+62 877-5976-5170,https://www.google.com/maps/search/?api1&queryWarung%20d'jabrix&query_place_idChIJk8rFno6B0S0RxvLG6GdxeuE,False,False,False,False,0,Rendah,0,1,2,5
Warung Purnama,5.0,1.0,V49F+X8Q,Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWarung%20Purnama&query_place_idChIJBfFMYCaR0S0Rird-75mmeWc,False,False,False,False,0,Rendah,0,0,1,7
WBJ TEMBAWU,5.0,1.0,Jl. Gatot Subroto Tim. No.96x,Denpasar City,,,https://www.google.com/maps/search/?api1&queryWBJ%20TEMBAWU&query_place_idChIJXfuqNQA_0i0Ra3IoTS7Xh_4,True,False,False,False,1,Sedang,0,0,6,6
Wisma Melati,5.0,2.0,Jl. Padanggalak Sanur No.98,Denpasar City,,,https://www.google.com/maps/search/?api1&queryWisma%20Melati&query_place_idChIJ-TZxMwBB0i0RVmwSDOQ1Ve0,False,False,False,False,0,Rendah,0,0,1,7
4th Floor,4.0,1.0,Jln Legian,Badung Regency,,+62 361 755423,https://www.google.com/maps/search/?api1&query4th%20Floor&query_place_idChIJkTzom7lG0i0R69Ty7-GL-r8,False,False,False,False,0,Rendah,0,1,2,5
Aditi Villas,4.0,2.0,Jl. Pemelisan Agung Gg. Purnama No.8,Badung Regency,,+62 812-3951-8472,https://www.google.com/maps/search/?api1&queryAditi%20Villas&query_place_idChIJbepfLOxH0i0RrYz0t3nn_5I,False,False,False,False,0,Rendah,0,1,2,5
Balai Banjar Kebonjero,4.0,4.0,"JX84+H92, Br. Kebonjero",Tabanan Regency,,,https://www.google.com/maps/search/?api1&queryBalai%20Banjar%20Kebonjero&query_place_idChIJCZLvaRUr0i0RcBr1oiml9ko,False,False,False,False,0,Rendah,0,0,1,7
V,4.0,3.0,Jln Legian No.61,Badung Regency,,,https://www.google.com/maps/search/?api1&queryBali's%20Premiere%20Night%20Club&query_place_idChIJMY3Xm7lG0i0RceF-4El3rpA,False,False,False,False,0,Rendah,0,0,1,7
Blue Arena,4.0,1.0,"75JF+VQ4, Jln Legian",Badung Regency,,+62 361 755188,https://www.google.com/maps/search/?api1&queryBlue%20Arena&query_place_idChIJY2d4nLlG0i0RmwDm712xK7M,False,False,True,False,1,Sedang,0,1,2,5
Mini Bar Jumpink SCemo_69,4.0,2.0,"JJQF+C6V, Gg. 2",Jembrana Regency,,+62 878-5138-2116,https://www.google.com/maps/search/?api1&queryMini%20Bar%20Jumpink%20SCemo_69&query_place_idChIJW0SzAXtj0S0RPm2zSwZzS7w,False,False,False,False,0,Rendah,0,1,2,5
New mahkota,4.0,3.0,JM3H+456,Jembrana Regency,,+62 818-0365-1708,https://www.google.com/maps/search/?api1&queryNew%20mahkota&query_place_idChIJKRXP95vZ0y0RhxMawnBS-YM,True,True,False,False,2,Tinggi,0,1,5,2
Smile Pub,4.0,5.0,Jl. Prof. Dr. Ida Bagus Mantra No.99,Gianyar Regency,,,https://www.google.com/maps/search/?api1&querySmile%20Pub&query_place_idChIJ1ZuBxFMU0i0RF2uckvFPMw0,False,False,False,False,0,Rendah,0,0,1,7
WR.MINA,4.0,1.0,"VJ2J+JW2, Jl. Singaraja-Gilimanuk",Buleleng Regency,,,https://www.google.com/maps/search/?api1&queryWR.MINA&query_place_idChIJ2dEFo2Jv0S0Rpt4hVR5AnLY,False,False,True,False,1,Sedang,0,0,6,6
Cafe balon,3.0,2.0,Jl. Tanah Putih No.30,Badung Regency,,+62 819-3305-8589,https://www.google.com/maps/search/?api1&queryCafe%20balon&query_place_idChIJNapMMQA_0i0RQi517WWpcHs,False,False,False,False,0,Rendah,0,1,2,5
D’VESTA CLUB,3.0,1.0,Jl. Raya Seminyak No.19,Badung Regency,,,https://www.google.com/maps/search/?api1&queryD%E2%80%99VESTA%20CLUB&query_place_idChIJtbM3-pRH0i0RkP9Wsif6L7Q,False,False,False,False,0,Rendah,0,0,1,7
TAWOK HOUSE,3.0,3.0,Jl. Dahlia No.2,Jembrana Regency,,+62 878-6969-5218,https://www.google.com/maps/search/?api1&queryTAWOK%20HOUSE&query_place_idChIJnXFSBm9j0S0Rh3xgBkc9ekU,False,False,False,False,0,Rendah,0,1,2,5
Pk Jm Speed Shop,1.0,1.0,"JHHW+3RX, Jl. Beringin",Jembrana Regency,,,https://www.google.com/maps/search/?api1&queryPk%20Jm%20Speed%20Shop&query_place_idChIJ43Lqal7f0y0R34nXB1S4Ys4,False,False,False,False,0,Rendah,0,0,1,7
Posko The Jaroeh Serokadan,1.0,1.0,"G8GP+P99, Jl. Raya Serokadan",Bangli Regency,,,https://www.google.com/maps/search/?api1&queryPosko%20The%20Jaroeh%20Serokadan&query_place_idChIJc2hcm6QZ0i0RnVYekQGOFPw,False,False,False,False,0,Rendah,0,0,1,7
