title,totalScore,reviewsCount,street,city,website,phone,url,Instagram,Tiktok,Facebook,YouTube,jumlah_sosmed,kategori,has_website,has_phone,cluster,tier
BUROQ,4.7,20,"Pertokoan Tuban Plaza, Jl. Bypass Ngurah Rai No.1B",Kabupaten Badung,,+62 813-2843-292,https://www.google.com/maps/search/?api=1&query=BUROQ&query_place_id=ChIJkWZqW0xF0i0R2EWXPuQvoPI,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,1,2,4
Day Bali Trips Luxury Transport Services,5,2,Jl. Raya Kuta No.168,Kabupaten Badung,,+62 822-3758-0550,https://www.google.com/maps/search/?api=1&query=Day%20Bali%20Trips%20Luxury%20Transport%20Services&query_place_id=ChIJH15LpClH0i0R6s99GzbD2FU,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,1,2,4
BALI CRUISING YACHTS,3.7,3,"Gedung PELNI, Jl. Raya Tuban No.299 Lantai 3",Kabupaten Badung,https://outbornwatercraft.com/,+62 812-3030-6679,https://www.google.com/maps/search/?api=1&query=BALI%20CRUISING%20YACHTS&query_place_id=ChIJpwvsiA9E0i0Rs6alyWyS4kI,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Djalubali Transportasi,3.8,45,"Pertokoan Tuban Plaza, Jl. Bypass Ngurah Rai Belakang No.1B",Kabupaten Badung,http://www.travelbalijawa.com/,+62 813-3775-2658,https://www.google.com/maps/search/?api=1&query=Djalubali%20Transportasi&query_place_id=ChIJi7V_DfVB0i0RGuddaD0vUXM,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Bali Natta Indonesia Tour,5,1,,,,+62 819-1605-9205,https://www.google.com/maps/search/?api=1&query=Bali%20Natta%20Indonesia%20Tour&query_place_id=ChIJl7OpZRlH0i0RcCz6KGf979w,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,2,4
Maharaja Travels Bali,4.9,98,Jalan villa Gg. Lalu No.24B,Kabupaten Badung,https://maharajatravelsbali.my.canva.site/situs-web-putih-dan-hitam-bergaris-sederhana-putih-ui-kosong-prototipe,+62 821-4203-9772,https://www.google.com/maps/search/?api=1&query=Maharaja%20Travels%20Bali&query_place_id=ChIJYxDcj1VH0i0R-RBCPZBI7jk,TRUE,TRUE,FALSE,FALSE,2,Tinggi,1,1,4,3
Private Bali Tours,5,161,Jl. Raya Seminyak,Kabupaten Badung,http://www.privatebalitours.com/,+62 878-6037-7327,https://www.google.com/maps/search/?api=1&query=Private%20Bali%20Tours&query_place_id=ChIJzZuprGVH0i0RK3qI2OGGV94,FALSE,FALSE,TRUE,FALSE,1,Sedang,1,1,4,3
Bali Local Host,5,10,Jl. Plawa No.18,Kabupaten Badung,https://www.balilocalhost.com/,+62 819-9913-6355,https://www.google.com/maps/search/?api=1&query=Bali%20Local%20Host&query_place_id=ChIJozbOVV4j0i0RxgWyWkFyBPQ,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Enjoy Bali tour,5,1,Jl. Raya Seminyak No.17,Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=Enjoy%20Bali%20tour&query_place_id=ChIJxaUGHQBH0i0R3XhEQFvEuE8,TRUE,TRUE,FALSE,FALSE,2,Tinggi,0,0,5,2
Bali bus rental,0,0,Jl. Sunset Road No.18,Kabupaten Badung,,,https://www.google.com/maps/search/?api=1&query=Bali%20bus%20rental&query_place_id=ChIJvf-4LQBH0i0RSjrOhgNQ9aE,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,0,0,7
Budi Catura Bali Tour,4.9,103,Jl. Raya Kuta Gg. Lestari No.2,Kabupaten Badung,https://bcbalitour.com/,+62 812-3767-7874,https://www.google.com/maps/search/?api=1&query=Budi%20Catura%20Bali%20Tour&query_place_id=ChIJxf4mZQtH0i0RzOB6JH0Cvi0,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Bali Wisata Activities (BWA),5,179,Jl. Raya Kuta No.44,Kabupaten Badung,http://www.baliwisataactivities.com/,+62 881-0370-19522,https://www.google.com/maps/search/?api=1&query=Bali%20Wisata%20Activities%20(BWA)&query_place_id=ChIJF8wvaZxH0i0RW5zTkR0GkGo,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
J-Tian Tour&Travel,0,0,Jl. Pura Merta Sari V,Kota Denpasar,http://jtian-bali.blogspot.com/,+62 859-5858-8991,https://www.google.com/maps/search/?api=1&query=J-Tian%20Tour%26Travel&query_place_id=ChIJ7cd72xhH0i0RLoR_w2JO3AY,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,6,5
Kangen Bali Tour,4.9,85,"2 nomor 11, Jl. Pura Mertasari",Kabupaten Badung,http://www.kangenbali.co.id/,+62 819-4973-0001,https://www.google.com/maps/search/?api=1&query=Kangen%20Bali%20Tour&query_place_id=ChIJF_1l2q5G0i0Rn8InxtzbwvE,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
CV Dewata Kencana Trans,4.7,14,Jl. Pura Mertasari I,Kabupaten Badung,http://dewatakencana.id/,+62 819-0860-9999,https://www.google.com/maps/search/?api=1&query=CV%20Dewata%20Kencana%20Trans&query_place_id=ChIJq40MB8tG0i0RQ-zKGuANkjQ,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
Villa Finder,4.9,625,Jl. Dewi Sri No.14,Kabupaten Badung,https://www.villa-finder.com/,+65 3105 1190,https://www.google.com/maps/search/?api=1&query=Villa%20Finder&query_place_id=ChIJR_o-Pd1G0i0RGFQ2fueUvmM,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
PT. Al - Amri Tours & Travel,4.5,8,,,,+62 361 8465549,https://www.google.com/maps/search/?api=1&query=PT.%20Al%20-%20Amri%20Tours%20%26%20Travel&query_place_id=ChIJB9h7XFxDdCwROKJ4UAwOXwI,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,1,2,4
Sahabat Bali Tour & Travel - Paket Tour Bali,5,253,Perumahan Ratana Indah Jl. Pulau Singkep No.16X,Kota Denpasar,http://sahabatbalitour.com/,+62 813-3789-8169,https://www.google.com/maps/search/?api=1&query=Sahabat%20Bali%20Tour%20%26%20Travel%20-%20Paket%20Tour%20Bali&query_place_id=ChIJMxhS4g5B0i0RLWbssCsTdLw,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Bali Mangrove Forest Tour,4.9,54,,Kabupaten Badung,https://kura2bus.com/tours/mangrove-forest-canoeing-tour,+62 812-3729-3689,https://www.google.com/maps/search/?api=1&query=Bali%20Mangrove%20Forest%20Tour&query_place_id=ChIJtZbB1JZF0i0R-4Q17bYVM8A,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Nau Bali Transport & Taxi service,5,67,Br. Pasut,Kabupaten Tabanan,https://wa.me/+6287711820600,+62 815-5803-9877,https://www.google.com/maps/search/?api=1&query=Nau%20Bali%20Transport%20%26%20Taxi%20service&query_place_id=ChIJUxMjopwx0i0Rw-63bqpTang,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Momentrips | Tour and Travel Bali,5,3,"Jl. Pantai Kedonganan No.6B, Kedonganan, Kec. Kuta",Kabupaten Badung,https://www.momentrips.com/,+62 896-7748-0505,https://www.google.com/maps/search/?api=1&query=Momentrips%20%7C%20Tour%20and%20Travel%20Bali&query_place_id=ChIJfXhrz8JF0i0RHz7cjvqn5ac,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Lotus Asia Tours,3.7,27,Jl. Bypass Ngurah Rai No.18,Kabupaten Badung,,+62 361 701001,https://www.google.com/maps/search/?api=1&query=Lotus%20Asia%20Tours&query_place_id=ChIJ4XJQ5XJB0i0RDoEoSqXJ5Ec,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,1,2,4
Gan Bali Tour & Transport,5,50,Jl. Pantai Sari No.13c,Kabupaten Badung,https://ganbalitour.com/,+62 838-9256-8969,https://www.google.com/maps/search/?api=1&query=Gan%20Bali%20Tour%20%26%20Transport&query_place_id=ChIJK0jWjyhF0i0RksI1h-uDBGo,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Melali to Bali Tour & Travel,0,0,Jl. Batas Kangin No.11,Kabupaten Badung,,+62 815-5811-1854,https://www.google.com/maps/search/?api=1&query=Melali%20to%20Bali%20Tour%20%26%20Travel&query_place_id=ChIJ3cSYm6hF0i0RHjuFPweGW-E,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,3,6
Jimbaran Traditional Boat Cruise,5,2,Jl Mrajapati Keraton,Kabupaten Badung,,+62 812-4686-671,https://www.google.com/maps/search/?api=1&query=Jimbaran%20Traditional%20Boat%20Cruise&query_place_id=ChIJP6E1SxdF0i0RcWSUuo0WK9I,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,4
Brother Bali Driver,0,0,Jl. Batas Kangin No.21A,Kabupaten Badung,,+62 822-1761-2999,https://www.google.com/maps/search/?api=1&query=Brother%20Bali%20Driver&query_place_id=ChIJbY3xB0JF0i0RlTq67zXObi4,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,3,6
BINTANG BALI TRANS SERVICE,4.7,18,Jl. Anggara Kasih No.2,Kabupaten Badung,,+62 877-5628-9592,https://www.google.com/maps/search/?api=1&query=BINTANG%20BALI%20TRANS%20SERVICE&query_place_id=ChIJg5QeleNF0i0Rygb8ns5ayGo,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,2,4
Sunset Cruise Jimbaran,4.9,67,,Kabupaten Badung,,+62 858-5867-6059,https://www.google.com/maps/search/?api=1&query=Sunset%20Cruise%20Jimbaran&query_place_id=ChIJkWjbOuZF0i0R0huN4a5w-_M,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,4
Smile Nusa Penida Tour & Travel,4.9,441,Jln,Kabupaten Klungkung,http://www.smilenusapenida.com/,+62 882-1915-1707,https://www.google.com/maps/search/?api=1&query=Smile%20Nusa%20Penida%20Tour%20%26%20Travel&query_place_id=ChIJt6tBsEpz0i0R8VJLxyxGq4I,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Nandatourandtravelnusapenida,5,47,,Kabupaten Klungkung,https://www.nandatourandtravel.com/,+62 821-4605-9544,https://www.google.com/maps/search/?api=1&query=Nandatourandtravelnusapenida&query_place_id=ChIJ17Tr-6Nx0i0Rp48ATiCtMos,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Golden Kris Tours,4.9,28,Jl. Bypass Ngurah Rai No.7,Kota Denpasar,http://www.goldenkristours.com/,+62 361 289225,https://www.google.com/maps/search/?api=1&query=Golden%20Kris%20Tours&query_place_id=ChIJA3SPbWpA0i0RsUZrxD_x9w8,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
PT. Jetwings Bali Tour & Travel,4.4,169,Jl. Pulau Moyo No.34,Kota Denpasar,http://jetwingsbali.co.id/,+62 361 8474240,https://www.google.com/maps/search/?api=1&query=PT.%20Jetwings%20Bali%20Tour%20%26%20Travel&query_place_id=ChIJAx_JxRZB0i0RuAKNDSJLaT0,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Tripto,5,3,Gg. Punduh No.2A,Kota Denpasar,,+62 857-3865-7767,https://www.google.com/maps/search/?api=1&query=Tripto&query_place_id=ChIJAa6yWhmfs6URPatpRyBwE04,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,1,2,4
Sarah Jaya Bali | Tour & Transport Bali | شركة السياحة و النقل ببالى,4.8,39,Jl. Diponegoro No.225,Kota Denpasar,https://sarahjayabali.com/,+62 881-0382-09190,https://www.google.com/maps/search/?api=1&query=Sarah%20Jaya%20Bali%20%7C%20Tour%20%26%20Transport%20Bali%20%7C%20%D8%B4%D8%B1%D9%83%D8%A9%20%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD%D8%A9%20%D9%88%20%D8%A7%D9%84%D9%86%D9%82%D9%84%20%D8%A8%D8%A8%D8%A7%D9%84%D9%89&query_place_id=ChIJ09hzAWlB0i0RcI001lErNes,TRUE,TRUE,FALSE,FALSE,2,Tinggi,1,1,4,3
Bali Incredible Tour,5,8,Gg. I,Kabupaten Gianyar,https://baliincredibletour.com/,+62 813-3713-0622,https://www.google.com/maps/search/?api=1&query=Bali%20Incredible%20Tour&query_place_id=ChIJ-6g_UnZcGKERMXT6CD7fcxE,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Asia Bali Tropical | Tour & Travel | Paket Wisata Murah di Bali | Sewa mobil dan Supir Termurah di Bali,5,215,Jl. Tukad Balian No.117x,Kota Denpasar,http://www.asiabalitropical.com/,,https://www.google.com/maps/search/?api=1&query=Asia%20Bali%20Tropical%20%7C%20Tour%20%26%20Travel%20%7C%20Paket%20Wisata%20Murah%20di%20Bali%20%7C%20Sewa%20mobil%20dan%20Supir%20Termurah%20di%20Bali&query_place_id=ChIJH0J7NmRB0i0RT1ggVJdJJFQ,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,0,5,2
Mybestbalitour,5,62,Jalan pertulaka timur II No.18 denpasar utara,Kota Denpasar,https://abnb.me/MPJdKSXaICb,+62 878-6519-8058,https://www.google.com/maps/search/?api=1&query=Mybestbalitour&query_place_id=ChIJH6flf5c50i0R4lmQZn_vY2I,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,1,1
GO ASIA BALI Tour & Travel,5,139,"griya alamanda, Jl. Cok Agung Tresna No.15",Kota Denpasar,http://www.goasiabali.com/,+62 361 8488888,https://www.google.com/maps/search/?api=1&query=GO%20ASIA%20BALI%20Tour%20%26%20Travel&query_place_id=ChIJ90h33-5B0i0RgWCCcBFiHAQ,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Tripee Tour and Travel Paket Tour Bali,4.9,98,"Jl. Kerta Bedulu IV No. 8 Br. Kerta Raharja, SidakaryaJl. Kerta Bedulu IV, Br Jl. Kerta Raharja No.8",Kota Denpasar,https://tripee.co.id/,+62 812-6688-5501,https://www.google.com/maps/search/?api=1&query=Tripee%20Tour%20and%20Travel%20Paket%20Tour%20Bali&query_place_id=ChIJEdQPbpVB0i0RFP6kUi9vn1A,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
BALI GOLDEN TOUR,4.8,532,"Jalan Cekomaria Gang Taman IV, Banjar Ambengan No.1",Kota Denpasar,https://www.baligoldentour.com/,+62 851-0096-6391,https://www.google.com/maps/search/?api=1&query=BALI%20GOLDEN%20TOUR&query_place_id=ChIJm7342wQ_0i0RHgyygAUbrb4,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
BIWA Tour (Bali Intaran Wahana Tour and Travel. PT),4.9,13,Jl. Akasia IV No.5,Kota Denpasar,,+62 361 242412,https://www.google.com/maps/search/?api=1&query=BIWA%20Tour%20(Bali%20Intaran%20Wahana%20Tour%20and%20Travel.%20PT)&query_place_id=ChIJ78Ktv3xA0i0R_14xm9pr2w0,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,2,4
KSS Bali Tour | CHEAP Packages Bali Vacation Tours,5,19,Jl. Ahmad Yani Utara Gg. Kendedes No.5,Kota Denpasar,,,https://www.google.com/maps/search/?api=1&query=KSS%20Bali%20Tour%20%7C%20CHEAP%20Packages%20Bali%20Vacation%20Tours&query_place_id=ChIJ82daLz8_0i0RC240pfwtqOE,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,0,5,2
Hitakara Tours,5,2,Jl. Bukit Tunggal No.40,Kota Denpasar,,+62 878-5710-7779,https://www.google.com/maps/search/?api=1&query=Hitakara%20Tours&query_place_id=ChIJ8eYxob1A0i0RG6lOeJd0DNY,TRUE,TRUE,FALSE,FALSE,2,Tinggi,0,1,2,4
Krisna Tours Bali - Bali driver,4.3,11,"Gianyar Nomor II, Gg. Salak No.168",Kabupaten Gianyar,,+62 878-6134-1637,https://www.google.com/maps/search/?api=1&query=Krisna%20Tours%20Bali%20-%20Bali%20driver&query_place_id=ChIJt1ivW-k_0i0RNUUbjVtN5V0,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,1,2,4
HIS Indonesia Tours & Travel,4.4,230,Jl. Bypass Ngurah Rai No.732,Kota Denpasar,http://hoterip.com/,+62 361 7208180,https://www.google.com/maps/search/?api=1&query=HIS%20Indonesia%20Tours%20%26%20Travel&query_place_id=ChIJAQ0Zb0FB0i0R71DMK-q2aO8,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Panorama Destination Bali,4.5,205,Jl. Bypass Ngurah Rai Suwung No.620,Kota Denpasar,http://www.panorama-destination.com/,+62 361 726800,https://www.google.com/maps/search/?api=1&query=Panorama%20Destination%20Bali&query_place_id=ChIJX4MFZH1B0i0RXn5mlyaaSHg,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Bali Top Organizer - Tour Organizer & Gathering,5,106,Jl. Tukad Balian No.99 A,Kota Denpasar,https://balitoporganizer.com/,+62 821-4783-4120,https://www.google.com/maps/search/?api=1&query=Bali%20Top%20Organizer%20-%20Tour%20Organizer%20%26%20Gathering&query_place_id=ChIJxbgPIvI_0i0RBXqBXfK237I,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Great Bali Journeys,0,0,Jl. Tukad Badung XIX-C No.15,Kota Denpasar,https://greatbalijourneys.com/,+62 877-8757-3777,https://www.google.com/maps/search/?api=1&query=Great%20Bali%20Journeys&query_place_id=ChIJCwMPVWpB0i0ReuJqYGzEzfw,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,6,5
Agen Bus Lorena,4.1,148,Jalan Diponegoro No.100 Komplek Pertokoan Diponegoro Megah A12,Kota Denpasar,,,https://www.google.com/maps/search/?api=1&query=Agen%20Bus%20Lorena&query_place_id=ChIJ2cCViJZA0i0RmYXaOp2fK1E,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,0,5,2
Gede Nusapenida Tour Travel Agency,4.3,14,,Kabupaten Klungkung,,+62 853-3744-9095,https://www.google.com/maps/search/?api=1&query=Gede%20Nusapenida%20Tour%20Travel%20Agency&query_place_id=ChIJDSalCzxx0i0RZ36VlFq4wwU,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,2,4
Pacto Ltd.,4.4,209,Jl. Bypass Ngurah Rai No.378,Kota Denpasar,http://www.pactoltd.com/,+62 361 288247,https://www.google.com/maps/search/?api=1&query=Pacto%20Ltd.&query_place_id=ChIJc7ClSbZB0i0RT1Cf2JUPawY,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
Infinity Bali Tour,0,0,Jl. Batur Sari Gg. 50A No.11,Kota Denpasar,https://www.infinitybalitour.com/,+62 813-5335-7588,https://www.google.com/maps/search/?api=1&query=Infinity%20Bali%20Tour&query_place_id=ChIJodHK9JMpQC0ROo4Fw6vUNZw,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,6,5
Gede Bali Trip,5,49,,,,+62 812-3963-3946,https://www.google.com/maps/search/?api=1&query=Gede%20Bali%20Trip&query_place_id=ChIJoxvbbfgnim0RCq-qbDP6NGQ,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,1,2,4
"ICON OF LUXURY BALI TRANSPORT & TOUR || Fast boat ticket to Gili Trawangan, Gili Air, Lombok, Nusa Penida",5,195,Jl. Monkey Forest No.15,Kabupaten Gianyar,https://instagram.com/wicaksanadestination?igshid=YmMyMTA2M2Y=,+62 859-3351-9866,https://www.google.com/maps/search/?api=1&query=ICON%20OF%20LUXURY%20BALI%20TRANSPORT%20%26%20TOUR%20%7C%7C%20Fast%20boat%20ticket%20to%20Gili%20Trawangan%2C%20Gili%20Air%2C%20Lombok%2C%20Nusa%20Penida&query_place_id=ChIJr3OH1Us_0i0R5hXQFXimGbQ,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
PT. TRIP KUY INDONESIA ( Paket Tour Group Ke Bali),5,176,Jl. Padang Galak No.88,Kota Denpasar,https://www.tripkuy.co.id/,+62 813-5307-9529,https://www.google.com/maps/search/?api=1&query=PT.%20TRIP%20KUY%20INDONESIA%20(%20Paket%20Tour%20Group%20Ke%20Bali)&query_place_id=ChIJczd_2EdB0i0RdABTwPKsvjk,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Enjoii Bali Tour&travel wisata indonesia,4.9,32,Gg. Setra Ganda Mayu 3 No.54,Kabupaten Badung,https://enjoiibali.com/,+62 889-8726-3000,https://www.google.com/maps/search/?api=1&query=Enjoii%20Bali%20Tour%26travel%20wisata%20indonesia&query_place_id=ChIJkWPOUYRD0i0RGt2RX87zicE,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
Nusa Penida Tour - NANA BALI TOUR & TRAVEL,4.8,56,Jl. Pantai Kuta,Kabupaten Badung,https://wa.me/6285337781008,+62 853-3778-1008,https://www.google.com/maps/search/?api=1&query=Nusa%20Penida%20Tour%20-%20NANA%20BALI%20TOUR%20%26%20TRAVEL&query_place_id=ChIJibCcpMZG0i0RmabP764stp8,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
DWB TOURS BALI,5,305,Perum Jl. Segitiga Permata No.16,Kota Denpasar,https://linktr.ee/destinasiwisatabali,+62 858-5714-0050,https://www.google.com/maps/search/?api=1&query=DWB%20TOURS%20BALI&query_place_id=ChIJyezjbqBB0i0Rlo4BT90PVHU,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Bugis Bali Tour and Travel,4.9,88,Jl. Kebak Sari No.16,Kota Denpasar,http://bugisbalitourandtravel.com/,,https://www.google.com/maps/search/?api=1&query=Bugis%20Bali%20Tour%20and%20Travel&query_place_id=ChIJdeHSEItB0i0R0nOCkcIDHi4,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,0,5,2
Bagus bali tour,5,2,Jl. Angsoka,Kota Denpasar,https://www.baliwisatatour.com/,+62 815-5844-9505,https://www.google.com/maps/search/?api=1&query=Bagus%20bali%20tour&query_place_id=ChIJiQj41ZxA0i0R_gQcf1agkfA,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
Paket Tour Bali & Paket Wisata Bali Bali Top Holidays,5,21,Jl. Tukad Balian No.99,Kota Denpasar,,+62 812-3929-2934,https://www.google.com/maps/search/?api=1&query=Paket%20Tour%20Bali%20%26%20Paket%20Wisata%20Bali%20Bali%20Top%20Holidays&query_place_id=ChIJp5FY_pU_0i0RTOivcjRyoFw,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,1,2,4
Indo Bali Tour,5,69,Jl. Ganetri IV No.4,Kota Denpasar,https://www.indobalitour.com/,+62 821-4467-8456,https://www.google.com/maps/search/?api=1&query=Indo%20Bali%20Tour&query_place_id=ChIJvS8zrOKxuCQRgkZ70Y76BsU,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
Balisatu Holidays - Travel Agent Bali dan Paket Tour Bali,4.6,23,"Jl. Tukad Badung, XI C No.29",Kota Denpasar,http://www.balisatuholiday.com/,+62 853-2466-6777,https://www.google.com/maps/search/?api=1&query=Balisatu%20Holidays%20-%20Travel%20Agent%20Bali%20dan%20Paket%20Tour%20Bali&query_place_id=ChIJBV5Zk1NA0i0RaJhZuHzFge4,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
KBA DMC (PT KARANG BALI ASLI TUR),4.7,41,Jl. Trengguli I No 14 Tembau,Kota Denpasar,https://kbadmc.com/,+62 361 464083,https://www.google.com/maps/search/?api=1&query=KBA%20DMC%20(PT%20KARANG%20BALI%20ASLI%20TUR)&query_place_id=ChIJ__ZVDaE_0i0RVjXjfMDeQak,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
BWM Tour & EO Bali,4.9,102,Jl. Nuansa Kori V No.2,Kota Denpasar,https://paketbalitour.com/,+62 817-554-471,https://www.google.com/maps/search/?api=1&query=BWM%20Tour%20%26%20EO%20Bali&query_place_id=ChIJ2cy8jXBA0i0RjumuWRZriZ0,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
Bali Tour and Travel,4.4,14,Jl. Bypass Ngurah Rai No.274X,Kabupaten Badung,http://www.balihalaltour.com/,+62 812-3842-119,https://www.google.com/maps/search/?api=1&query=Bali%20Tour%20and%20Travel&query_place_id=ChIJ2W_7wUJH0i0RRy53xR4ipcs,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,1,1
Bali Suci Tours & Travel (Bali Suci. PT),4.6,20,Jl. Drupadi V No.7B,Kota Denpasar,https://balisucitours.com/,+62 857-9241-6141,https://www.google.com/maps/search/?api=1&query=Bali%20Suci%20Tours%20%26%20Travel%20(Bali%20Suci.%20PT)&query_place_id=ChIJHbz8_PtA0i0R91uqHoXlGiI,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,4,3
Agen Bus Madu Kismo Bali,4.5,30,Jl. Pidada VII No.66,Kota Denpasar,https://agenbusmadukismo.lovable.app/,+62 896-0222-1310,https://www.google.com/maps/search/?api=1&query=Agen%20Bus%20Madu%20Kismo%20Bali&query_place_id=ChIJL64Mbi8_0i0RdPyAYY0vjRc,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,4,3
MG Holidays Office Bali,4.7,40,Gg. Seruni No.4,Kabupaten Badung,http://mgholiday.com/,+62 361 8490490,https://www.google.com/maps/search/?api=1&query=MG%20Holidays%20Office%20Bali&query_place_id=ChIJm7TY3XxD0i0RrFitLz-7goM,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
Asian Trails Indonesia,4.4,131,Jl. Bypass Ngurah Rai No.260,Kota Denpasar,http://asiantrails.travel/,+62 361 285771,https://www.google.com/maps/search/?api=1&query=Asian%20Trails%20Indonesia&query_place_id=ChIJ04Z8trdB0i0R8aciQ6Y9AWo,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
DD Tour Bali,4.7,27,Jl. Pulau Misol 1 Jl. P. Misol I Gg. Pesaji No.25,Kota Denpasar,,+62 813-3733-8358,https://www.google.com/maps/search/?api=1&query=DD%20Tour%20Bali&query_place_id=ChIJZ0Zp9ndB0i0RMPw-IFo5zw8,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,1,2,4
Parahita Tour,4.8,54,Jl. Gn. Bromo Gg. XI No.23,Kota Denpasar,https://www.parahitatour.com/,+62 361 488208,https://www.google.com/maps/search/?api=1&query=Parahita%20Tour&query_place_id=ChIJR1CZmLFA0i0R5gTAtj_B-is,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,1,1
Bali Travelo - Bali Driver & Day Tours,4.4,23,Jl Tukad Yeh Sungi No 50 Dauh Puri Klod Denpasar Selatan,Kota Denpasar,https://balitravelo.com/,+62 822-4756-4000,https://www.google.com/maps/search/?api=1&query=Bali%20Travelo%20-%20Bali%20Driver%20%26%20Day%20Tours&query_place_id=ChIJw08Z6v1A0i0Rst3cf2kqp48,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,1,1,1,1
